mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-08T11:45,3558336,3762253,3602643,2467662,2717920,4800762,5128224,1948710,2372475,4752681,2680808,3388202,3532798,2869711,2608331,4067218,4527046,4078240,3631413,2855094,3294329,3206208,4805311,4016663,3104925,4969665,3846133,4414825,4480032,2686289,4301823,4233069,3052937,6246590,6313238
2021-11-08T11:50,3802443,4427461,4907389,3689836,3491629,3114881,3574034,3304721,2487316,3074119,4727085,3511263,2142669,2646178,2841251,3194962,3552494,3877988,2726888,2694433,5189176,4124903,2755383,5239492,3854772,5042697,3172105,3437857,5168592,4477451,3745090,2524616,2742470,3678669,4766783
2021-11-08T11:55,2902354,3126620,4448092,2139589,4021874,4473097,4157041,4338058,3648468,3674459,3820276,2649587,3648655,2098732,2616765,3253290,3503529,4073825,4518200,4623804,3782063,3048374,3127544,2902316,3624579,4950838,3502251,4076895,4219694,3768797,4525494,3694024,3532132,3918970,4716433
2021-11-08T12:00,4309740,2986800,4618715,2268064,4338344,3002698,3235277,4048306,2844399,2879155,3819676,2941420,2749416,3456026,3364660,2986152,3457953,4446864,4367613,2263758,2875139,4031099,2677222,5082369,3915101,4601675,3446075,3151249,3754623,3764839,2910787,3501797,4135680,2459068,4863862
2021-11-08T12:05,2925379,4297289,3636560,1991298,2490600,3652695,4033265,3756705,3810573,1579694,3971608,4058359,3108347,2399166,2246890,4425782,2244416,4226929,3955890,2831102,3665868,3680038,4809976,3384466,2962711,3532258,3931428,3957799,4796603,3520825,3860601,4607247,3410509,3823454,4189519
2021-11-08T12:10,3732290,3832323,3380701,2267606,3205642,3289583,2999898,4279910,2475129,3773862,4129557,3326163,3500988,3686902,3560983,3051185,2481571,4097675,3462527,2911157,3263296,3129720,3838127,3174684,2601887,4080856,3276866,3709749,4156611,4018013,3333323,4102036,3912539,5952199,4009292
2021-11-08T12:15,3384505,4136762,4234534,2275211,4600966,2891422,2345493,2410048,2239627,3770132,3539855,3124992,4178077,3562422,3201687,3728413,2309601,4583754,3839305,1921782,3322648,3213914,2912454,5116912,3153168,3913527,2949224,5350755,3553419,4187553,4185605,3823818,3465732,4205690,3754557
2021-11-08T12:20,3919014,3792678,5259942,3524085,2884510,2676504,3940320,3262503,3225168,4464041,3205015,3176378,3223027,3481744,2627809,2968297,1635408,3893680,3960812,5458663,4986591,2550596,3068841,4970695,3298312,4754527,3421156,3249283,3521392,5369794,3500176,2209101,2755513,2202710,2936275
2021-11-08T12:25,3731508,4872494,4349825,2420096,3539761,3519051,3655837,3685735,4591233,3420545,3943775,2556229,3403050,2989856,3491680,3972419,4169684,3068952,3643622,3881932,4340303,3266642,3470717,4606039,4266205,4007819,4346716,3367202,4813214,3463028,4710766,3291336,2686531,2724714,4099378
2021-11-08T12:30,5037370,4430164,3137868,3160985,3439139,4035257,3784761,2770461,3257986,3545943,3979296,3969900,2107679,3578600,3837550,2055211,3922569,3205470,5563023,3633983,3326513,3554317,2706997,2178232,5243302,6100310,3639543,3085983,4503973,2789121,5087180,4107232,3268058,3167875,4843585
2021-11-08T12:35,3385485,3855018,5311574,2739511,4519886,3689126,2842406,3995080,2765419,2623976,4251512,2662084,2099708,2698566,3162314,2388041,3725167,3649296,4417198,3194584,3668907,3247062,4082849,3324228,3354456,2995805,3478883,4499639,3415046,3823835,5352247,4791127,3047296,3986363,3287716
2021-11-08T12:40,4479881,5986794,2478269,3466072,2987230,2579441,3239854,3566358,2804971,3426692,3572685,3856854,3158818,3523601,2790981,3040709,2973415,4200800,4984070,3003414,3525915,3565787,4658454,2713071,3902942,5118090,3943535,3883174,3084041,3779692,2660208,4550819,3106646,3300531,4061334
2021-11-08T12:45,3994794,4297432,4535559,2790048,3035549,3557923,3121130,3518104,2812616,3474045,2399874,4209098,3811593,3710878,3361928,2757343,3507037,3060630,4178236,4004252,4168159,4634614,4215988,3395176,3001835,2881925,4380731,5638649,3926592,3023388,4274887,3549320,3117939,3920854,4553195
2021-11-08T12:50,3466463,4557984,4621618,2683714,3564353,2917012,3067887,3344260,3435968,3707907,4227349,4742836,2720861,3638979,2437754,2288935,3872641,2518784,4286751,2879682,3317900,3836077,3509185,3460282,4052610,3500754,4378316,2963015,4323407,4771650,4941931,2332981,2743538,3534586,4410716
2021-11-08T12:55,3865378,4676944,4163789,2688471,3222842,2382470,3667494,4366701,2755940,3284340,3323268,4376101,4711490,3791024,4083672,4055183,3164926,3768748,3743197,3813125,4188656,2504603,3634320,4238073,3633453,4342787,3157117,2418883,3448384,4092724,2758851,3309584,3146268,3439600,4342266
2021-11-08T13:00,4626526,4537564,4285881,1995405,2675322,2914057,3307003,4043463,3285510,3267174,4575541,2485925,2745142,3276243,2459317,3552185,3904599,3810279,5057589,4496829,6800410,2760923,3442227,3789160,3730545,4806732,3562522,3833199,3745486,3095999,4348646,2945225,4066145,3994836,4102332
2021-11-08T13:05,4614166,3719835,6025685,1815446,3510693,3220308,2571801,4605182,2855641,3032904,3249395,4358849,4285291,4060763,3597425,2510410,2631570,3299609,3562905,4075074,3498003,3983646,3673885,5051490,3879768,3197257,3009995,3067858,3080245,3500737,4459046,3573341,2400257,4475325,6584478
2021-11-08T13:10,3159040,5077302,3065748,1676070,3423929,2928780,3231025,3538874,3088323,2330153,4016761,4228247,2864921,2629602,2640389,2535189,3609654,4028965,4831341,3055644,3487705,3153759,4145381,3825598,3936133,4747963,3518328,5231344,4775959,3235539,4491919,1755213,2500847,3716107,3847540
2021-11-08T13:15,4255208,4201455,5459239,3209176,4806983,2499101,2492790,3410053,3172789,3830587,3601892,4213542,3523494,4789171,3036494,3190219,4473376,2897247,4705687,3651756,3479709,3380322,4383895,3672091,4393708,4216265,3764533,3751535,4749171,4453878,2642125,3416386,3507937,3510196,3840732
2021-11-08T13:20,3339715,6717186,4585126,3732603,3852726,3672672,2564531,2960966,2511402,2830067,2728194,3926159,4395543,3220829,3258265,2585046,3391422,3746586,3958588,3363364,3003653,1891900,2093359,2512537,3873537,4354185,2891183,3757337,3908717,3133252,3879881,3721519,2533448,3191518,4490071
2021-11-08T13:25,2866739,3927790,4567524,2359006,3562367,3780405,3382836,3851999,4001028,3116701,3729300,3725020,2875305,3876839,2805964,3128757,4914069,3961698,3585069,2582462,4918925,2238086,2973181,3081545,4570570,4370338,4050148,4083869,4277687,4014830,5938954,3278479,2964925,3821911,3727010
2021-11-08T13:30,3526606,4035725,4132258,3833592,4205937,3659681,3866404,3205160,3773043,3747735,3842893,3489570,3347253,4537141,2478123,3288016,5231567,3092043,3152746,4117004,3401246,3920371,3122223,3406969,4224240,5002822,3371507,3754798,3447209,4670731,2918218,3632220,4294433,4219128,5057246
2021-11-08T13:35,3798118,4820147,2439553,3271517,3514270,3856408,4093310,4753582,2960956,3628075,3453524,4305268,4896773,3286605,3849741,4049252,4406268,3235844,3376525,3332419,4020870,3026590,2282632,4582914,4287381,4374562,1803421,4775142,3600874,2713751,3243552,2705791,3042623,2080741,4700964
2021-11-08T13:40,3733295,3355174,5193295,1626571,5738671,2494592,3844676,3659836,3370018,2689674,3948752,4901784,2500355,3136257,2856196,3035445,2831462,3401930,4229755,3630723,4115677,4572474,2471788,3547521,3819629,2863193,4165626,3028862,3189735,4132385,3866900,4090821,2865315,5308237,4920058
2021-11-08T13:45,2357873,3772277,4506865,3745520,2772409,3310117,4052571,3562722,2648554,2142243,2383103,3536035,3316868,3170504,1590471,3565197,4062179,2907515,4698278,3243471,3723413,3357694,3031673,4139197,3258278,4665654,3101512,4489381,2945034,3896390,4086961,3587000,3338519,3674900,5308254
2021-11-08T13:50,3650014,2977449,3437934,2849658,4436176,4320327,3665669,3586855,4034750,3578857,4187135,2732394,3642344,2744056,2034655,3109506,3968464,3114142,5210145,4259926,4587995,2988749,4924985,3186967,3304312,3961394,1673401,2584308,3776935,2603310,2825576,2806580,2681859,4277903,4287068
2021-11-08T13:55,3253023,3540201,3387724,1459826,3056301,2216151,4179127,4447757,2076599,3562541,5052843,2737697,3344654,3182900,3437043,2340318,4229737,3992192,3219977,3445308,3773853,4188029,4048233,3641737,5085278,3461896,3323914,3486742,5049974,3180377,3222290,3379635,2767072,3342243,5323911
2021-11-08T14:00,3411811,4271695,3391839,3239869,4078372,4643803,2104494,3926849,3282928,3148797,3971165,2748301,2301510,2649589,3063692,2529369,2632144,4252315,3488295,2168211,3965459,3157546,3190925,4675205,3052195,4202419,3881690,4374657,3437481,3824232,3410418,3363399,3004380,4085844,3910679
2021-11-08T14:05,3130998,3613994,3733285,2726645,2212290,2810268,2684013,4127327,4078516,4188740,3138331,3084581,2764272,3334399,1923832,4149181,3794273,2789832,4126191,4406545,4110424,3339073,3757743,3608393,3058325,5105979,2532213,4611452,2524907,4182412,3818902,3335448,3139539,4596112,4093609
2021-11-08T14:10,4710266,3677857,4302184,3027442,4369356,3641224,3402957,3000419,2303676,4043476,3388394,3154109,2624417,2150501,2655003,2556840,2869948,2646512,2841996,3125665,4327715,3597358,3637468,2695405,3225550,4519364,5054838,2570080,3106944,2986708,3499353,4294248,3002854,4567609,4574975
2021-11-08T14:15,4181777,4037190,4179694,2956228,3862237,4246524,2322680,3584172,3487009,2665364,4484158,3786093,3654119,4200550,3247071,2432493,3891905,3852552,3213544,3475009,3589329,3356163,3147164,5465617,4296154,5804517,4037846,4762483,2941354,3000969,3582899,3811370,3601042,3226174,5402794
2021-11-08T14:20,4330051,3647472,4676403,4350739,2796387,3845977,3405402,3738236,2307111,2602851,3627244,4631312,3142807,2473781,1622470,3381264,3813430,2637137,4084446,2021736,3880476,1645702,3912459,3450678,2938146,4700566,3443861,5509654,3265490,4079366,4786843,2985337,3342484,3283100,3383892
2021-11-08T14:25,2808155,2870231,4227755,3259820,3716439,3332284,3661718,3003052,1933811,2922076,3457337,4051411,3187068,3126596,2347538,1543092,3060828,4013851,3557112,3282864,4500578,2915496,2564194,3846232,3183408,3694582,2648521,5929006,4574427,2641889,3024180,4019035,3657691,2849473,3696848
2021-11-08T14:30,4894351,4295438,4890382,2765135,4104078,3496825,3647811,3053892,3084923,3255887,2465032,4488201,2954613,3222288,2865987,1379591,4035015,3920970,3655676,3808961,4737518,4333257,3770791,3963112,3444576,3756489,3278686,2765877,4788847,3290162,3684159,3219558,3285099,3817307,3989896
2021-11-08T14:35,3763805,3575888,2995182,3740608,4823350,3435269,3204356,4705774,3277902,2946391,2679187,3164849,3588209,2582666,4253924,2944838,3142542,3312082,2890991,3370333,3712521,2943215,4736919,3559594,3608877,3172201,3817640,4353165,4206387,3565224,2584215,2944622,2554364,4535193,3842927
2021-11-08T14:40,4948555,4276881,2825962,3876462,3691893,3240650,3270888,3063381,2702499,3094172,4700516,4150230,2401302,3121898,2904228,1967806,3197620,2867815,4139397,2820718,4964859,4463375,3416671,4056097,2433779,3994377,1823866,4837480,3551113,3812090,4472918,3113875,3619834,2593739,6280967
2021-11-08T14:45,4020821,3768083,3322663,4176542,4831014,2789354,4692928,3587242,3155688,2258020,3065731,3610347,3925392,3821047,3476331,3384536,2650592,2089544,4078175,3721466,5023030,2019208,2362762,3988733,3373073,4221715,2748485,3612580,4536607,4205196,4960035,3307480,3551256,3327682,5963549
2021-11-08T14:50,3477245,5553828,4232350,3695511,4332898,2049958,3620343,2842787,3905023,3585126,3065777,4085637,2785190,3329988,3637181,2387268,2489244,3177463,4072891,3393408,4041910,3125854,3073408,4087930,4526983,3402402,4446257,3780658,4111121,3881267,3274883,4007529,2666226,2282985,4334059
2021-11-08T14:55,3203407,3861319,5734759,2844173,4120438,3159939,3750023,2260572,2902013,2881441,3449453,3696042,3717316,3198023,3052288,3787221,3563843,4252508,3933358,3200276,3498207,3369438,4310515,4285790,3523284,3615169,3294430,3154180,4069922,3945472,3983589,3496324,3118219,4000769,3847134
2021-11-08T15:00,2578536,3995512,4818200,2492297,4244288,4275146,4023141,2520978,2917354,4262625,4092702,3939165,4717396,3080932,3825239,1866606,3941184,2638035,3532473,4099331,4318905,4154463,3991943,4427427,5369140,4434763,2648996,4998577,3783931,3284797,4401609,3202216,3226412,3372784,5162914
2021-11-08T15:05,3568842,2554266,2262210,2882275,3403770,3452624,4036321,3333157,2970365,4429818,2318445,3073330,3700835,3550811,3053973,2688138,2496142,3472322,4591304,3984483,4333893,3128192,4354956,3133938,3007736,3482143,2582173,4279686,5090117,3468479,3014205,3126370,4129281,3059196,2888695
2021-11-08T15:10,4569102,3950250,3487760,2352632,3980555,4062129,3024858,3203870,1876268,3355951,3363537,3421170,2495514,3587598,2939672,2723533,3452296,3802776,3600539,3239726,3073628,4335980,2463892,2555299,3275833,4009512,4590193,3308779,3980775,4718792,3622190,3365444,4123290,3438325,5023303
2021-11-08T15:15,5397311,4250812,3624125,1758767,2971984,3050325,3905335,2082061,3851026,3712890,3823848,4818689,2371705,3205128,3620596,2682155,3820252,4588636,4274678,4273063,3241885,3555928,3610828,4256531,3847345,3397362,3410603,4781345,4704818,3764926,4900240,3424629,2138201,4011953,4150232
2021-11-08T15:20,4289013,3780789,5051899,3386426,3087665,2594632,4081364,2976346,4593635,2827724,3116827,2671022,3808711,3507767,1794388,3320172,3320430,3203444,3336280,2824339,3972830,3794403,3011009,5274755,3541907,3961109,4093455,5056822,3822658,4056150,2208689,2269655,3125438,3402740,4323790
2021-11-08T15:25,3715475,5205759,5496795,2459026,3901207,3121384,3016062,3071745,3571405,4870322,1588366,3281869,2340777,3973249,2288281,3601522,2775519,4203741,5414753,2939598,4408781,3648612,3365229,5696911,2606876,3649403,4034378,3567042,2930196,3540294,3147392,4272874,2900322,4261612,5123825
2021-11-08T15:30,3810237,3852896,4310396,3678615,3900809,2690000,3317027,2915530,3754057,5144841,2339900,1966874,3898808,2738666,3204776,2484327,3664370,5628886,4095962,2242049,4023402,2652618,3487131,3482632,4870428,3448953,2760946,2738914,4264267,4071802,2535974,2961628,2724263,4262421,4205207
2021-11-08T15:35,4357772,3798581,4190812,4372208,5163152,3449704,3725553,4374359,1835856,2887045,3413647,3736826,3038666,2292549,2702803,2272741,3642314,3822879,5059008,3298027,3923411,2703134,3832923,3438390,3880782,5498817,2683347,4756521,4188323,3472987,4468011,4690784,4141458,3879567,3330378
2021-11-08T15:40,3877941,4040174,3438978,2322940,4787707,2806560,3889784,2409830,3560896,2898000,3265414,4692484,2396888,2950697,3137237,3385930,3367718,3651156,4843691,3926124,4673733,3267305,2235900,4160914,3740190,3971548,3609759,3067397,3549646,2323326,2705228,4255095,2719694,2825580,4877619
2021-11-08T15:45,3277724,4950684,6117529,2941770,3059598,3002094,3607439,2883412,4006573,3195780,1752559,3911129,2216841,2833209,2875569,2350428,3830790,5160826,3411884,2354671,3230764,4136729,2847183,2929401,4008025,3563508,4107803,4920876,3546396,3168964,2558815,4537029,3077269,3260854,2384604
2021-11-08T15:50,3319249,4994518,3870251,3047273,4174378,3052955,3265091,3084287,3648034,3133275,2757156,2863782,3244290,3465443,3079878,2928739,2888994,4306007,4009722,2996644,3967539,4559819,3683385,4084746,3428953,4032575,4138342,3791374,3801249,3059807,4683429,4009694,3181605,2972525,4097764
2021-11-08T15:55,3638476,4056884,3434022,2828698,4052385,2654241,4412121,2735803,2821988,5097753,3711837,3172700,4233493,4213029,2198328,3498965,3342913,3493222,4958008,3112964,5287192,3983214,4066254,2794640,3408493,4614782,4440652,2939661,3831036,3338125,4314126,2761873,3901128,3995349,5061233
2021-11-08T16:00,4379561,3911975,3060127,1431602,4502489,4399667,2907793,3508886,3053169,3133247,4832162,3459799,4050202,2938905,2821823,2926877,3160100,3771789,3068068,3511526,3481069,4066197,3202170,4996242,3126447,3962413,3469935,5073231,4975482,3600147,3051877,3356279,2626108,3409708,4703969
2021-11-08T16:05,4099648,3731261,3995943,3046597,4003212,3059143,3273167,3320979,2284119,2927183,2172366,4054011,2936474,3501399,3036401,2658758,3812833,4271951,3248657,2740126,3555591,3112764,2820299,4517444,3496400,2356815,3490559,3828193,3589462,3735229,3457390,5062403,2882443,3007604,3213606
2021-11-08T16:10,2716726,4855433,4541292,3385597,4457165,3162607,3506252,3014343,4070819,3711258,2478693,4046566,4037941,3652075,2840811,1722043,4156049,4992637,3959864,2889154,4471245,3685393,3129147,4275647,3993676,4164477,3789640,4107028,3856170,3703802,3308984,3620920,2843688,2966297,5220632
2021-11-08T16:15,2973108,4415322,3944377,3302384,3696604,4065225,2157093,2826421,3509259,2920875,4690363,4152906,3751650,4156374,2876571,3187050,3826047,5285957,3726685,3837071,3753452,4140384,4274270,6144545,3331728,4555201,4025279,4337899,3519080,3371655,3462369,2454878,3492282,3556956,4866653
2021-11-08T16:20,2908165,4882651,5109887,1734602,4534695,4544545,3493065,3521623,3834745,2515882,5375283,3445056,2893982,4163252,2477415,2749443,2300889,3492068,3482069,4289959,2586207,4659894,3719761,3059448,3711415,3682157,3295827,3211266,4259021,2527420,4231063,3769986,2269241,4147207,4034750
2021-11-08T16:25,3642310,3152063,3803385,2327379,3058953,3290655,3432544,2735298,3032179,3771212,2319202,3910660,4732937,4877336,2652501,3644938,3848105,4773413,3415633,3034977,3885075,3377285,2918481,4016961,2867037,4408086,3444120,4737477,4308889,2189282,3803049,3545764,2236404,2733082,3761776
2021-11-08T16:30,4314247,2709106,4963601,3751729,5162761,4072033,2343712,3871489,2777776,2797602,3411386,4141389,3480174,3466081,2605155,3679813,3983986,3488497,2939598,3217163,5258026,3648912,3662554,4873242,3714777,6044754,5285977,5259192,4315617,3394782,3023949,1907767,2368266,3110571,3985566
2021-11-08T16:35,4305756,3431864,4252105,2646996,4048825,1708145,3895797,4350497,2804189,3713697,3762400,3223559,2916704,2802984,2907483,2119706,3851480,2979462,4421491,4070320,2816360,3388942,3511785,5035199,2748311,3635659,2940513,2733082,5052952,4254713,3344441,3148437,2310104,4357449,3992551
2021-11-08T16:40,3495012,3219558,3393904,3414820,2500054,3272713,3930191,3826180,2657990,3412403,3909615,2775925,3481969,4285836,3180498,3270569,3886629,4604337,4370459,3001292,3430418,3775912,2476098,3098608,3353980,3997299,4322309,3715523,3861654,3983913,2820160,3596896,3227078,4262009,3664594
2021-11-08T16:45,2672987,4638085,4338611,3236054,3048238,2740506,2833961,3692553,3127005,3868862,4037102,3538528,4725209,3361107,4182214,3348110,2219594,3452666,3678705,3159956,3553982,2695684,2965826,4073228,3347168,4107503,3985044,4935761,3762678,2650903,3697826,2823240,3214542,2961035,4405821
2021-11-08T16:50,5731370,3904311,5628576,2477854,3393766,2874333,3963191,2666858,2305021,4776125,4327179,4067818,2806441,3536635,2321922,2860874,3500538,4482567,4746553,5145712,4974300,3378359,3233923,4145739,3164581,4085467,3789151,4197409,4147211,4302367,3725638,3519742,2624822,2841463,4250045
2021-11-08T16:55,3712007,4573774,3967861,2451710,4173055,2338605,2766821,4206700,2713436,3675099,3605746,3081810,4383964,3233076,3387782,4355431,2944849,3001369,4565488,3271995,4230555,4642637,2273526,4650159,3507572,3794983,3113288,3718068,3438951,2609659,4326609,3790623,3358419,2877302,3970226
2021-11-08T17:00,5722012,4532515,3151036,1835391,3781640,2855441,3561182,1877182,1917692,3897269,4171886,2630961,2035039,4315574,2590652,3720293,4836011,3774820,3335724,3191869,3971573,3117151,4283141,3838047,4041487,3316451,3555363,3684425,3866484,3354599,4556957,3787100,4184282,2947536,4499439
2021-11-08T17:05,3788743,3818346,4719043,1795386,3734832,3941985,3791190,3324754,2536561,4288716,4315642,2432186,3427070,3002386,4617769,2566869,3740543,3193364,5567923,4180990,3064092,2997238,3321821,3507216,3143251,3971245,2847333,3641544,3486808,3069898,2684410,2209402,1653828,3791953,5442309
2021-11-08T17:10,5019569,3537582,5009195,2104565,2910813,4210431,5662324,3478696,3865245,3195901,3183244,2887856,3819392,3504294,3048781,2450804,3133808,2234579,4271240,2452179,4700222,2130914,4209542,4728291,2744021,3780995,3937114,4118073,3537954,4116268,4098744,3170719,3534672,4399693,4793020
2021-11-08T17:15,3382185,4736196,4767584,2971692,3326034,2872697,3964025,5387881,3224585,2312524,5478506,4533078,2239664,3236508,3152437,3261792,2166611,2963826,4478833,3129327,4510408,3391176,4383763,4157119,3466058,4816723,2685753,2595276,3480190,4292426,4489886,4547949,3191356,3706579,5060970
2021-11-08T17:20,4191519,5240371,5877663,3118217,3760094,3103234,2889282,3049571,2776229,2643432,3268126,3158026,2644145,3045981,3418758,3067816,3259758,3436004,4365732,3152475,5250589,3932679,3748684,3732388,3227647,3729228,2957859,4092644,3012239,3387796,4310206,4217809,3731380,3211168,5562416
2021-11-08T17:25,4720152,4657911,5022771,2554548,3875394,3576933,3052998,1445256,4141332,3234869,4717535,2564231,3489043,2964169,2993686,3752753,2881508,3665792,4600498,3346601,3385000,3654776,2460637,3747826,3454158,3800784,3055809,4437394,4191896,2675541,3778403,3400794,3293480,3291655,4912374
2021-11-08T17:30,3409210,3456096,3846522,3288376,3506862,3010898,3528537,2463324,3332345,2420984,4394793,3221071,3438439,3186774,2344440,3891535,3457784,4270513,2868963,2939254,4770582,2785124,2691432,4730637,2876574,4472248,3583836,4695213,2299238,3267180,3059229,4261846,3563770,3346503,4111362
2021-11-08T17:35,4483269,3428804,5600519,3709330,5711088,3544858,3859852,3622948,2433704,3471578,5741986,4993904,2679422,4412788,2774466,2928625,3857499,2909035,3553382,4403089,3919512,3884454,4691983,4510279,3430265,5059324,2774105,4344308,2415060,3549005,4050737,3658835,3029994,1860988,5303813
2021-11-08T17:40,4045102,2895249,4753056,2734910,5321446,3680869,2109003,3282685,3369381,2744208,4203405,3159112,2811946,4342787,3460923,2871942,3820181,3727974,3317589,4160384,3930542,3929110,4142042,4015561,3666095,4628788,3243203,4036235,3897076,4009395,3425137,3246105,3474520,3791168,4265466
2021-11-08T17:45,3508354,4466348,3902892,2182703,2753776,2394290,2908173,3595294,2489653,3267352,3398058,2285902,3197243,2543507,1972461,2953771,2876553,2465347,2545821,3089562,4372036,2898349,3851598,3680842,4473368,4008344,2242974,4653317,3267114,3447543,2402848,2600063,4734862,2811248,5234833
2021-11-08T17:50,4792841,4074783,2620365,3471795,3814859,3057488,2970137,2867137,3465152,3470219,5599520,3929069,3827311,3128258,1716913,2978628,3978982,4106410,4259702,3428708,3408559,4228249,2674182,3765252,3836865,4444751,4187535,4118635,3194677,4154225,2973774,4272572,2678071,4377322,5964468
2021-11-08T17:55,4154247,3574858,2898682,2592848,2649367,3956336,4147551,2762555,2625023,1363906,3847112,3871449,1947757,3116054,3629385,3340393,3370816,4075532,3478449,3286889,3820778,3363068,2183513,4135099,3282125,2872905,3975842,4179595,3647773,4055103,4534469,3844758,4452654,3303162,4348062
2021-11-08T18:00,3201885,2889072,5056635,3864087,4298616,3839420,4133370,4105870,3909736,3227320,4898905,3489727,2797367,3339073,3204174,3360567,2865139,3135095,4713770,3221369,4213013,3528863,4228933,3602195,5284058,3772641,4431381,4823540,3654778,3196285,3235928,3338177,2981006,3487737,5537595
2021-11-08T18:05,4451574,3582542,2802577,2955861,3495433,2807477,3020025,3822147,2449332,2789613,5403409,3826299,4237068,3680795,3433471,2095517,4205598,3516719,5216452,3663950,3297420,3450470,3196927,4097946,3342381,3350379,3150210,3591815,4216631,3291184,2310789,3091261,1956805,3967646,3773207
2021-11-08T18:10,2963669,4848427,4982686,3394698,3857991,3271310,4882501,3008212,2088813,3871581,4359214,3570456,4413833,3091370,2383087,1982880,3088771,3377493,4137499,2997139,3940460,2804022,3822820,3109771,2819701,4641765,3119282,3438489,3775913,3389033,2555151,3482911,2847278,3531090,3943220
2021-11-08T18:15,3051472,3526068,3889564,1462908,3384074,4050161,3316502,3077925,4236494,5198628,4255894,2984600,3658751,2585198,3917778,3248677,2783879,4051400,2960199,3399098,3414319,3335926,4025989,3728503,2775712,4217934,3117626,4586446,3705789,3436015,2934314,3174365,3660172,4185523,4640811
2021-11-08T18:20,4266366,4131216,3051050,2787419,4429922,3167145,4124111,2921334,2415342,4285545,4800237,2440732,3504794,3551404,4036897,3663511,3490526,2967624,4037394,3480907,3797392,3851400,1718005,4675202,2808783,5343425,3670710,3356455,2799818,3694351,4166904,3651331,1874536,5041427,4930404
2021-11-08T18:25,3776322,2714203,6521286,2518335,3341851,2259999,3680224,3474621,2480686,3081313,4017757,4819842,2445931,4480751,2894453,2353035,4182056,4048579,3019329,3135412,5938272,3766161,1632094,4344034,3341428,5049035,3294559,4025786,4250272,3239747,4310617,2914584,1725698,2518333,4770496
2021-11-08T18:30,3636133,3086999,3362082,4107043,3740989,3761714,4721355,3086533,3747171,2846226,5203440,3997660,2852459,2897386,2510343,2987436,3882549,3804718,4280362,3093543,3859983,4348633,3496831,3896338,3560231,4540337,3668175,3798295,4460434,3169763,3774888,2696138,3651372,3070823,3005651
2021-11-08T18:35,3720038,3136589,3331493,2727411,3072124,2294468,4365318,4107202,3201499,3741709,3227020,2641029,4118132,3131135,3054076,2591626,2688579,4279285,4755821,4219470,4178057,3828816,3162363,3654155,4341349,4765716,3342645,3161397,2950647,1959263,4221264,2760379,3837276,3586929,5603344
2021-11-08T18:40,5580768,4193668,4287383,4520889,3067983,2799736,2752846,3863464,3447072,2281214,2752004,3242052,3824653,2607171,2804847,4000388,2971991,5727114,4946184,2837240,4639697,2869753,4340166,4024714,4106216,3352026,2760976,4711874,3214886,4097151,4152153,3955116,2987222,4389902,4743122
2021-11-08T18:45,4228617,4298294,5873990,2950264,3386915,2593268,2447745,2610211,3215466,2628314,3815850,3547810,3564842,4785663,1851917,2926739,5003926,2896892,4106859,3918354,2871888,3561496,3503886,4227794,4674822,3267589,2255751,4000925,4192258,4697360,2899345,4272443,2511863,3330971,3471507
2021-11-08T18:50,2921014,4519266,5035634,2194404,2158815,3288008,5039555,3083814,3606396,5236775,2505388,3296128,3473348,3985885,2730458,3357620,2844489,3727403,3578838,2749025,6509548,3938885,2690134,4995356,3318437,4218819,3057542,3540734,2839732,4181889,4438610,3918977,2973758,2751453,4523358
2021-11-08T18:55,2972444,4493466,3523126,2640183,3854770,2978467,3621640,3646068,2247418,4464691,3167391,3637008,4745036,3348803,3409323,4035211,3511141,3748435,3798704,3422935,3159482,3269885,2603155,3536389,2499373,3609950,2880052,4706340,3410388,3689622,3412640,4373438,2237082,4733942,4383150
2021-11-08T19:00,3950581,2460996,3904909,2139672,4406705,3875691,3620686,3686978,3484125,2736927,3330933,4202527,2388292,4711472,4293778,3442679,3393168,3814656,4178855,3631123,3438632,3583978,2429822,4341557,2720441,4809168,3476617,4311392,2225917,3750141,3860956,2702339,2576722,2862296,4685342
2021-11-08T19:05,4239725,3439979,3172782,2202626,2812465,3372640,4967601,2996118,2031816,2309303,4535262,3362375,4052701,5228800,3759658,3013656,3612736,2585203,3281091,3839306,2251894,3220396,2865053,4459424,4359707,2678221,3428617,3994743,4748774,4860163,3105048,1953313,2511390,2945867,4083381
2021-11-08T19:10,3250792,3574758,5161608,2638523,3639543,4368608,2752187,3997683,2534296,4005825,2589960,3766436,3953367,2724805,2393928,2466103,3072202,4087190,2752320,2897678,4977259,3445780,2516105,4736423,2923251,3750334,2939514,4063317,2718048,3525727,3596247,4398131,4364763,3818256,5752763
2021-11-08T19:15,5311062,3011828,4092978,3127463,4015966,2698417,3057208,2531993,4460188,3578594,2716004,4320601,3442299,4614414,3230788,3036241,3108440,3365772,3363477,3841282,4300560,3657713,3371506,2840800,3390038,4629878,3010422,5221434,4659474,4140594,2984857,3061620,3507880,3063315,4802252
