mtime,AC,AL,AP,BJ,BQ,BS,BU,CG,CZ,DL,DU,DV,EM,EQ,FK,FZ,GH,GM,HI,HL,IL,IQ,IR,IV,KL,KX,L,LR,N,NO,QW,TU,TY,VX,WZ
2021-11-07T23:50,1708396,3641173,1184953,1980655,2620140,1337913,1196998,3255149,2724195,1925775,1727288,2105158,3040830,2397007,2923696,2802249,1405887,1983426,2892581,2139034,2643191,3134341,2133108,1995051,2335282,3402822,1640686,1842321,3170092,3267749,3538442,3359066,2473275,2675345,2080692
2021-11-07T23:55,4213617,2145463,2494268,3288516,1417425,1685020,2568976,2164446,2640433,1816545,2155056,1839181,2691988,3401837,2911982,1636017,1608163,3372664,1799694,1561526,1629668,3667943,1919623,1979059,3655251,2882870,2258310,2633622,2395484,3032097,2645891,3134707,3209665,3683616,3295996
2021-11-08T00:00,1523828,994457,2080877,3573416,1981957,3955903,2679330,1902996,2012206,3421331,1310927,3407667,2417533,2786232,1898908,2632307,1665242,1958588,1996441,2665778,2263704,2150116,2118285,1775202,2857806,3647477,1976850,1908437,1600316,3532306,2896515,2721900,3702749,1989328,1774681
2021-11-08T00:05,2762235,2531260,1450963,3105901,2484918,2905614,2421730,3355007,2274455,1474959,1911116,1831459,2463770,2446742,3134662,2445280,1731365,1605786,2489410,2317549,1531645,1756262,2331645,1472878,2354409,3213366,3357432,1978845,1703923,3284172,2284802,2353963,2542527,2317347,3452600
2021-11-08T00:10,1729520,2212534,1307748,3232408,2104968,2261743,1954827,1490949,2140711,1535190,1522948,1457449,2792703,2665086,3249793,2372305,2322049,2913798,2875770,2434615,1264959,2044680,2084427,1739884,4776063,3302746,1623944,1737716,2119873,2524269,3157920,2310199,2702471,2065161,3033654
2021-11-08T00:15,2464122,3012721,2816578,2713307,2810322,3126607,2969401,1816160,2230403,2247334,1900303,2259018,3722306,2330417,4103409,1908646,1817610,2468526,2503018,1885931,1905458,2199655,2370153,2638308,3341717,3337950,2662916,2519809,2551205,3132325,3213181,2965752,2324029,2761750,1877079
2021-11-08T00:20,1680345,1798912,2038168,2596098,2609676,3822494,2920081,2947541,2649914,1700254,1621642,2069722,3211580,2429562,2524970,1937996,1577882,2226273,896308,2868376,1675654,2583560,2702092,2031539,2542275,2532548,1951605,2525845,2450565,2537372,2241740,2336513,2099332,2815732,2127854
2021-11-08T00:25,1754531,2619578,1223438,3368437,2084654,2743932,3000877,1719345,1828013,2330263,3278237,1269863,3751038,3839414,3067372,3310962,1544688,2671563,2129613,2457341,2277230,1746864,2485385,1307453,2737948,2410463,1528022,1505789,2395812,3135424,2862312,1919041,3216011,2014066,2355059
2021-11-08T00:30,2674153,1516579,2012209,2523856,2249650,2429403,2812856,2949146,2131845,2521118,3154456,1733095,4204403,3182635,1842423,2338164,1103234,1955704,2499589,2502208,2269386,2728283,1995394,1763928,2083156,1437974,2224967,2596101,2780241,1858650,2190924,2035911,4006014,2971177,1659875
2021-11-08T00:35,2353475,1849611,1480345,3680809,1613816,1320806,2864304,3034127,2067430,2552414,1592635,1407025,4745443,2344479,1695142,3381813,1978381,2429512,1629809,1895866,1610005,2865580,2534140,1992237,4188835,3300252,2605911,2322477,2078648,2426493,3576279,2761910,3023022,2151981,2947157
2021-11-08T00:40,2240901,3098663,2543780,4038053,1155227,3435749,3530711,2318198,2694861,2554720,2889127,2151277,4901926,2557920,3889086,3196985,1576110,2904316,1804072,1241295,2623336,2957170,1548578,1781273,4273565,3608998,2502749,1552011,2075145,2551005,2529263,2114951,3023326,2837389,1335653
2021-11-08T00:45,1974865,2489956,2784355,2863655,1659744,1763356,2129031,2225349,2393749,2524255,1704682,2033600,2320860,3409971,2945262,2500066,1707445,2334063,1973217,1574330,2380986,2170598,3391270,1681953,2492661,2660621,3043857,2227185,1971459,3670601,2655391,2076168,2789734,2176535,2083775
2021-11-08T00:50,2377324,1978549,2096021,2946750,3043862,2987758,1980301,3814034,3003140,2138246,1755481,2610724,3150148,3477810,2522972,2550527,2659852,3400742,2626203,1516350,1922321,2026995,3768175,2201335,2876980,2759336,2325294,3002044,2769369,2887292,2034678,2429706,1722098,1557244,2891613
2021-11-08T00:55,2898699,2203495,2449012,3551914,1637483,3417895,2377979,2639000,2317751,2560487,1970716,2112468,2317896,2459262,2175812,2048560,1635724,2006501,3193597,2904100,3340748,2525192,3322374,1834368,3148750,3029931,3083588,1737154,3243695,3576743,2193809,4063180,2756199,2428266,1840234
2021-11-08T01:00,2499301,3761806,3068812,2963411,1967959,2818935,2321153,1859034,3758040,2188970,1600583,1730651,3505053,3405937,3010869,3502628,2421284,2952905,2405235,2791923,2525639,2388567,2681469,2209181,1609826,3225380,1411463,3047104,2402638,3026765,3054228,3277121,2559034,2365091,2865658
2021-11-08T01:05,1315098,1895107,2225756,2486144,2852337,3313189,2226306,2861546,2248036,1683385,2163199,1771617,3882168,2086307,2946327,2532249,1535570,2229478,3842104,2108477,2598580,1904576,2215036,2094311,2895914,2499261,1182945,2229674,3008246,2987433,1964339,3273556,1853871,1832240,2790150
2021-11-08T01:10,2243957,2778567,2253032,1730495,2342166,3611258,1587801,2975917,2943140,1594317,2107221,3128648,4155688,3093544,2570888,2387847,2479644,2795803,1850320,2648412,2105300,2863978,2891919,3114156,2327425,3900459,2167985,2099986,1970822,3340247,2397493,3324749,1917243,3220328,2415753
2021-11-08T01:15,2018163,1665451,2044066,1414173,2493903,3992286,3038766,3163876,2342646,2642593,2329803,2635378,2221111,3354773,1840104,3046722,1411052,1320408,2848817,2775527,1838888,1950059,2333883,3209423,1961205,2955065,3075995,1470684,2443235,3699418,1758815,2987889,2654697,2001799,2294402
2021-11-08T01:20,2491588,2050007,1835021,2125437,1396726,2491193,2345155,1367996,2609418,2467313,1456965,2564271,4094285,2871820,3953083,3679851,2722310,2681607,2182569,3126197,2367941,3191408,2924184,2416026,3654984,1887612,2522779,1683737,1893982,2988670,2480188,1935435,2492906,2362039,2384383
2021-11-08T01:25,1573347,1747965,1633938,3156218,2942359,3231243,2810238,3090246,1761609,2323836,3011728,2563446,2139776,1730891,2149649,2648811,1504760,3540089,2661772,2013762,1940479,2974187,3961195,3869216,2048034,2995056,2201944,1450628,2546210,2702391,2043494,1947423,3620517,3201209,1958798
2021-11-08T01:30,2102368,3354279,2150155,2844925,2598192,3295242,2183484,2292943,3774979,2704297,1804085,2314567,3752970,2120766,1793831,3848000,1554071,1676651,2252813,2256485,2097821,2694253,2664329,2108818,2387741,2188438,2563621,2238497,2195720,2958694,1860522,3407036,2118292,2316337,2190082
2021-11-08T01:35,1974652,3051932,2203951,3097785,2404021,3147489,1393676,3237940,1499751,1255948,2471600,1238255,2746923,1681928,2370378,2696612,1529440,3147721,1475491,2050045,2115656,2474104,3530309,1622981,2668688,2685725,2036076,1924943,2219224,3328922,3185008,2920664,3812285,1764048,1506923
2021-11-08T01:40,2316522,2332065,2289536,1923244,2686498,1633923,2414086,2748471,2936399,2750642,1765998,2475668,2483554,2896032,1567882,2878158,1639351,1820652,2478586,1969662,1937893,2782950,2881003,2092047,4173744,2500194,2145129,1305485,2040371,3481920,2589862,2615060,3199338,2384539,3036816
2021-11-08T01:45,2125397,2301233,1574737,2294176,1886193,3068597,2826111,2465547,2400352,1986954,1829447,2136013,2656574,2999046,3604331,2399555,1843080,1202161,931898,1322867,1052477,1820343,2852055,2254172,2381968,2580678,1939583,2181161,2127703,2447775,2903575,2250463,3099524,2002652,2963527
2021-11-08T01:50,1337679,3269063,2514353,4477986,2403037,3098023,2626119,3356275,3328005,2604495,1393998,1603566,2776359,1281557,2604541,3027921,1771525,2420766,1899266,2429836,2411039,2564147,3490979,2073933,2627623,2709918,1417401,2314259,2580592,2709222,2758664,2429860,2794888,2310797,3063212
2021-11-08T01:55,2140448,2531080,2021733,2366990,2353601,3497057,2623607,3509515,2668217,2187734,1728674,2812902,3963110,2082917,2153402,3287911,1469126,1962457,2271921,2763545,1247176,2858970,2989280,2139823,2204945,3072294,2612633,1810523,1665334,2762040,2453060,3512041,1696627,1616889,2629444
2021-11-08T02:00,1947533,2842874,2389290,1824184,1910503,2584131,3259683,3145996,1385995,1224156,1237483,2813241,2536729,1975513,2877179,3308633,2034999,2343921,1429869,980078,2028124,2932177,3180130,2235297,3052760,3058959,2659137,2386203,1597202,3353522,1839465,4055246,3142699,1956034,1371925
2021-11-08T02:05,2807219,2467132,2453169,2592831,2118437,2579892,2037137,3182981,2743429,2156671,1645820,2324379,3639552,2478244,2327236,2381961,2008544,2072435,3218497,1419382,2655457,3179444,2991630,2160635,3500429,3192599,2238627,1538067,1344996,2828026,2202669,2647567,2948827,2083685,1553743
2021-11-08T02:10,1624005,1702515,1879124,3224888,1599688,2215247,2402139,2294794,3076704,1678852,1718821,2502429,3983543,2577502,3100387,1862743,824428,2452378,1671448,2445057,2074259,2491564,1595891,1602059,2126152,2450949,2507960,1584126,2023624,3650609,2150644,3714444,3363772,1594271,3536987
2021-11-08T02:15,1770356,1916012,3089311,3900719,2809083,2549178,2888154,4408461,1055408,1683508,1353150,2140879,3074924,3188261,2252522,2252411,2457221,3060824,1561259,2349465,1916366,3116488,3632717,2517910,2937652,3444288,2200310,1301398,1990656,2457796,1514688,3263189,2865576,2737080,2810587
2021-11-08T02:20,2174295,2052369,2905296,2611677,2564924,3193368,1617480,2328095,2527879,1589896,1502042,2511334,2942002,1414224,2047431,3156911,2589179,2328834,2119525,2551104,2161572,2361530,2571508,2439436,2722611,2556407,2264029,1036399,2816694,2973462,2722087,3273228,2104620,2541294,2411969
2021-11-08T02:25,1927533,3596253,2051986,2219678,2926825,2767463,1602237,4006555,2591525,2283231,2372064,2106800,2734129,2153410,2302986,2639490,1360771,2292749,2264466,2313676,2845618,1824794,3449831,1494226,3755304,3143580,2233112,1883648,1471673,3224878,3783208,3242187,3030624,2689367,2212400
2021-11-08T02:30,1784145,2848709,1211488,1972036,2384313,2185768,2788930,3866485,2738956,1241194,1576897,3841883,3545908,2862524,2680555,2401347,1475002,2321041,2080254,2524877,2779825,2299171,2936385,2721125,1864582,2307118,2027856,933033,2040790,4208591,1667149,3284582,3235584,2671922,1916542
2021-11-08T02:35,2014113,2168397,2191377,2736924,2750141,2910440,2042457,3481255,2189509,2181845,2140644,1768192,2157119,2193215,1988636,3340338,2266423,2429730,2635007,1972992,2289411,3094286,3962626,1956649,3008095,3054494,1909165,2612972,3294545,3257012,1975752,3318261,2544565,2377892,1705777
2021-11-08T02:40,1958309,2307323,2247444,2471429,3682661,2682187,2620431,2796331,2112179,2334702,2483959,1524912,2263504,1645824,3581044,1899855,2377970,1972255,2704613,1575355,2105377,1897599,1653199,1787811,2377925,2669224,3178546,2408800,2425611,2623325,2345048,3343482,2316902,3340484,2809963
2021-11-08T02:45,2387657,2749993,2297404,2275619,2710165,2403168,2704813,2216051,1415294,1883321,2165360,1548327,4207640,3326930,2812919,3420639,1451468,2185766,2471982,1600136,1562204,2237064,3073001,2029730,3122584,2203706,1765316,3691960,1945443,2550994,2723132,2277793,1852627,2239196,3055103
2021-11-08T02:50,2386624,2263846,2870748,1771394,2701742,2083884,2595760,3642556,2289364,2092886,1760327,2277392,3291657,2257083,1938011,2110026,2239009,2622443,1886866,2015780,1472668,2588882,3324473,2460174,3526444,2609573,1698575,1666848,2660708,2121448,2335148,3521237,2723905,2739328,2394676
2021-11-08T02:55,2653345,1662206,2428432,2762690,2184929,2541006,3110892,3302901,2899053,2288696,2885377,2011062,3257839,2473313,2856668,3178299,1646929,2616947,2226613,970248,1393725,2888593,2918258,1772907,3553120,4006407,2129919,1727910,1981838,2726655,1999614,4696351,2403758,2626716,2720185
2021-11-08T03:00,2238144,2808267,1938389,2532421,2189749,2555149,950640,3222298,2948177,3556996,2574456,1887399,3289425,1810288,2551445,2871009,2551618,1427143,3160115,2535111,2843559,1249395,2454377,2619448,3051523,3937285,1523376,2885815,2873771,1969855,3183981,1449139,2993209,2350901,2303018
2021-11-08T03:05,2206186,1813264,2334140,2567728,2707189,2777187,2379834,2742258,1724635,1937503,2110766,1900928,4327544,3171032,3174479,2499578,1243211,1348079,1890014,2129970,1777825,2548895,1944897,2855389,2987340,2584477,2665866,2025182,2551662,2759041,1792040,2047720,2695257,2053873,2712247
2021-11-08T03:10,2241624,2355940,1117202,3395024,1793188,3243469,2808803,3673533,2221684,2795136,1787090,1887889,2629757,2911939,3254061,2916103,972030,1780298,2788425,2383766,2347181,3334886,2899956,1771859,3960870,2497993,2208582,882289,2254214,2718615,2005395,2494947,3003934,2018617,2819948
2021-11-08T03:15,2302421,3545006,2734151,3124680,2575325,1448957,2485419,3709631,3134677,3262413,1997101,1561584,3707646,3244441,2938954,2698291,1605558,3068457,2743390,1353622,1507728,1912388,3789639,2827392,3522433,2187216,1956646,2434900,2981290,4246649,2774956,3687621,2194395,1449328,2028261
2021-11-08T03:20,2283972,3506762,2300925,4252091,2478002,2088197,1955664,1563363,2695122,1493328,1024264,2668206,4151817,3464712,2260414,1792350,2003213,2488251,1320331,2117165,2150456,2550771,3399012,1834683,2834604,2267824,2593748,2151281,3105950,2557329,1063841,3445907,3242210,2495046,1997834
2021-11-08T03:25,2191011,2220158,1560352,1800927,2726832,3096543,2097249,1652036,1434781,3267686,3515628,1210736,3386101,2469809,1967286,3690043,2139357,1684857,2319682,1678681,1203403,1969310,2898274,2712228,2187092,2218481,4432588,2153120,1664450,3894118,2653414,2272594,3650809,1813794,1886501
2021-11-08T03:30,2157587,2506662,3196381,1806618,2083079,2302063,2334536,3989889,1889288,2124749,1816053,1944571,2195575,2331771,2499826,2268349,2578263,2972465,1671006,1842410,2367656,2309040,2872367,2745644,3277879,3294983,2237982,2663364,1800762,2290906,3824354,3027574,2002580,2178738,2444025
2021-11-08T03:35,1934131,2948468,2166957,3954484,866201,2914222,2037380,3103234,3294364,2063942,2274407,2663654,2954307,1662311,2289197,2643771,1735840,3096699,2245295,915957,1707759,3527724,2659373,1084335,2547878,2628813,2994712,2287494,2562346,2908574,3112246,1958323,2423244,1725256,2929799
2021-11-08T03:40,1957370,2707806,1339939,2170940,2646574,2634727,2453099,2780521,2949106,2853190,2598170,1676303,2646417,2655311,2003206,3647614,1449016,3393012,2004739,1419476,2251696,2277028,1934497,3119106,2351671,2483671,1956331,2104799,3051859,2939327,1732274,2047217,1275344,1761392,1937210
2021-11-08T03:45,2521542,2518118,2721710,2586267,3272278,3756269,1535213,2633805,3965963,1797782,1801341,2494317,3434545,2703958,2103263,2136257,2022711,1431449,2735183,2560395,1055152,1452024,1599342,3566797,1757272,3272435,3177517,1914461,1984074,2968725,2771837,2484007,3100563,2273577,1699145
2021-11-08T03:50,1884160,2698915,1922362,2693578,2622047,2114936,2071369,2154215,2065553,1851293,2027838,2068210,1879237,3197101,2711911,2166277,1318528,1624626,2287325,1485978,1709043,3169701,3107776,1315531,2774367,2526496,2423247,2895023,3094748,2990922,1823546,2263475,2312222,2675934,2378670
2021-11-08T03:55,2294191,2933253,1540571,3185642,2547870,2341463,2126890,3235167,2693136,2141120,2021688,2525710,3308370,3073228,1746178,3612996,1019975,1738761,1252755,703966,1240700,1576934,2507574,2640005,3447008,2904312,3385195,2755327,3416725,2183839,1637177,2787076,3073384,2202365,1909299
2021-11-08T04:00,2953040,1967422,1529804,2260517,2480734,3009073,1849077,2592318,1882338,2500547,1761930,2178517,2850037,2918315,2635072,2451463,1914628,2143751,2183767,2150149,2439897,1765805,3210199,1686640,2795928,2315216,2005572,1870058,1661947,3008721,1764843,2312429,3632445,2138267,1765200
2021-11-08T04:05,1926146,2079683,2299292,2897024,2143122,2816143,2427852,2726060,3888778,2194465,2350061,2099698,3034607,1506111,2727611,2676576,2070802,2180114,1220749,2265061,1234229,2261303,2197632,1996072,4379330,2992782,2759771,2340837,2180056,2437427,2302029,2558201,2240188,2721123,2068421
2021-11-08T04:10,1860166,1998117,2884527,3099301,2732470,3260512,1727081,3043361,1834616,2734446,2009303,2077696,3147120,1748327,1200996,2885361,1644308,1692722,1855417,995771,2200138,2664386,3362740,1783834,2997110,3834612,2666152,2177887,1351733,3249203,2751724,3083071,2361912,1990491,3532599
2021-11-08T04:15,2458964,2682603,2480012,2791800,2507805,3487437,2935324,1549130,2927722,2553874,2121285,1836157,2004513,2669106,2738464,3557813,1970156,3032187,3173377,2828522,2907080,1464804,2971251,1972461,2672233,2240446,3227511,2549272,1614398,2484200,2317686,1600997,3330720,1964906,2579406
2021-11-08T04:20,3374072,2985074,1203446,3967586,2181842,3050362,2622655,3002549,1866231,3609663,2701676,2703904,3768620,2491664,3375704,2476247,2476590,2078755,2857933,2293059,1396392,2441363,1808429,3136628,3132725,2289217,2292612,2165684,2372028,1768230,2590672,2945945,3364240,1520494,1864615
2021-11-08T04:25,2342477,3079665,3338095,2387245,2491002,3176232,2209383,3559466,1462937,1200365,1802148,1753470,3149494,2863734,2430728,1825334,1223174,2052416,2220947,2576036,2529817,2814446,1738227,1529103,2479988,2024479,2551363,3391125,2464818,3817124,1600594,3168292,3226675,2344487,2593597
2021-11-08T04:30,2530566,3559874,1555359,2587515,2797057,2911662,2590654,2170261,1863886,964862,1993093,1454652,4207991,2312207,2876641,2879539,1758107,2075763,2704116,2825001,2297918,1850508,2295557,2459720,4180731,2696389,1331718,2444179,2171944,2707726,4401642,2284754,2715397,2629048,2239631
2021-11-08T04:35,1722282,3019152,2054817,3399007,1696065,2293291,1824042,2582427,2963413,3367381,2316900,3566568,3595898,2036052,2823081,2984266,1964544,2758741,1393404,2142939,2497908,2506775,1626544,1398660,2472527,2764051,2877899,1536551,1975898,1973224,2524167,3396599,2273246,1395899,1827379
2021-11-08T04:40,1736036,3153778,1352104,1795502,2936177,2238338,1837966,2375982,3052573,1707339,651938,3550550,3964839,2249509,2838699,2894098,2583489,3034923,2217417,2842053,2148111,1438985,3538055,2349240,3710714,1180981,2565947,2764030,2510155,2801150,2330772,3627852,2469552,2606503,1518501
2021-11-08T04:45,2536893,2394026,1524760,2630835,1533309,3619274,2139187,3430900,2724611,2149411,1789127,1016463,3938232,1990743,3144613,1997928,1220709,1757321,2677309,2068458,1443465,2196680,3366776,2036877,3766150,2639294,1940231,2689586,1730679,2341533,1401952,3248350,2261350,2066089,2666321
2021-11-08T04:50,1705701,3131210,1561155,2343716,2783295,2414487,3050251,3453553,3518777,2551544,1384170,3186964,3740829,3309373,1495317,2363230,3314152,2570219,1889659,1945817,2501136,2399890,2879938,1317423,2322433,3124939,2246968,2119342,2267644,3591815,2536435,2438768,2783724,2739428,1351560
2021-11-08T04:55,1880737,2767123,1884184,1990055,2987097,3885286,1669627,3802802,2191261,1900217,3486446,1929219,3563539,1670226,3145198,2683956,1785432,2978917,2650164,2051010,2023116,1915471,2555839,2289966,3484244,3791650,2124168,2677140,2246927,3749802,1147719,1753465,3033721,2350566,1362505
2021-11-08T05:00,2145927,1979412,2638453,2814865,2348695,4059968,2222807,2673601,4297048,1657542,2375684,1372933,2527921,1905799,2296925,3164805,2369235,2219141,2065610,1768932,2215426,2725527,3293558,2310671,3097613,4332933,2421748,1606576,2542715,3302039,1704183,2318697,2378505,2926162,2328455
2021-11-08T05:05,1580529,3021683,3433676,3011396,2197487,3110122,1256483,2265938,1971044,2255731,1627397,1395979,2920850,2290895,1906809,3480788,2142309,2263256,2264692,2126463,1551899,2701728,2660757,2729653,4338164,2802049,1023033,1761300,2313350,2210846,2272647,2068511,1870682,2532746,2496307
2021-11-08T05:10,2305678,2205585,1831747,2283312,2272855,2964523,2277798,2763505,1477494,2121238,1003719,2458134,3288381,3533624,2169429,3001295,1269687,3101477,2058734,1918888,2497772,1468855,2859957,2608827,2566108,3273209,2914199,2494997,1513185,2202779,1934108,3310353,3415109,1751985,3289515
2021-11-08T05:15,2872438,2860889,2767907,2035130,2558279,3432316,2727199,3643093,3408790,2039203,3762949,1371028,3269898,2731401,1793925,1803634,1601190,1752485,1523488,3152723,1515451,2545510,3712243,2197089,4022324,1670368,2640535,2069203,3437474,2342880,3095331,2810158,2194765,2333101,2525036
2021-11-08T05:20,2508128,2598755,2767717,2466070,1925490,2693853,1201234,2503391,2257688,3166912,2783092,1843853,2667586,3229516,2893623,2324175,2037794,2372671,2358764,3184265,2567434,3215689,2887416,2700070,1828350,2625139,1911768,2948789,1934517,2604522,2895865,4339115,4753100,1906632,2950118
2021-11-08T05:25,2725463,3467762,2961861,3076305,2770425,2327856,2614838,3729418,3234178,2694956,2226791,1958779,3176445,3080771,2905343,3201852,2318367,2675985,1073464,1282097,2291935,2145897,2558621,2826396,4139087,2231909,2718678,2410591,1808929,2204417,1627199,1564795,3167335,1665830,2227170
2021-11-08T05:30,1734438,1934793,2521320,3048447,2953357,2052226,1383496,1704587,2202537,1736408,1704167,2206706,3133197,2650757,2553098,2553315,891440,2958298,3226049,2295929,1085317,2480582,2482637,2924095,2168824,2660946,1654168,1753994,1810113,3593036,1859481,2248709,3133760,2156522,1987464
2021-11-08T05:35,2701108,2151740,2441415,3222414,2054372,2639654,3753662,4042907,2008673,2289632,1703885,1811019,2297576,3263135,3085292,2493991,1460893,2328122,2630101,1736235,2019446,2396123,2417683,2068421,2088745,2146118,3042237,2139866,3008163,2623547,3415527,2108186,2566770,2756390,1774412
2021-11-08T05:40,1479152,2371386,3132947,2837322,2703052,3051580,1564541,2581655,3726455,1049819,2246495,1514820,2092564,2947690,3024378,3089345,712022,2010794,2548234,2180220,2489227,2974610,2012375,1406423,3642028,1178190,1432695,1271822,2364287,3117419,2763077,2164696,2817134,2418347,2095648
2021-11-08T05:45,2341600,3070781,2513775,3192550,2058969,2267443,1414748,3177446,2001584,2184336,1963890,1746364,3203389,2172426,2247128,3391939,1686088,2216789,2283450,2598124,2028554,1901879,1546841,1624213,3951738,2571645,1795924,2092864,2948233,2115496,2706185,2388216,2812971,1817922,2225193
2021-11-08T05:50,2311478,2496654,1608552,2384264,3503534,3713084,2855717,3591979,2439657,1959262,2555429,2816259,3149185,3119633,3494824,3220718,1835024,2654298,1956039,2649951,1883726,2397090,2836343,2120189,2576884,2902206,1784010,1033718,2908166,2985677,2246336,3461529,2460065,1948625,1967192
2021-11-08T05:55,2699520,2898105,2242253,4002194,2369374,2564966,2086380,3141450,1679246,2394259,2249437,2364674,2383672,2131163,3086847,2535438,1735803,2775377,2715015,2460090,2247158,2185947,3592903,1188776,3323334,3039129,3855814,2193858,2640762,2756481,2090000,2967452,3178080,2024101,1540912
2021-11-08T06:00,1463988,2510952,1658997,1417000,2360089,3995426,2723635,2601612,2394759,2516515,2311639,2610211,2634786,3986823,2333399,3566630,2373732,1354339,2242533,1192359,2477582,2605795,2374024,1700061,3076402,3087019,2966923,2056947,2043273,3908988,2077237,2988949,2738588,2552550,2591977
2021-11-08T06:05,2052921,1847848,1693393,2432269,3741774,2309251,1678488,2214480,1873869,2120698,3053770,1006549,3509469,3060733,2128354,2219585,1523083,2594556,2495199,2856438,1673196,2254037,1528940,2105800,2604141,2268968,1553870,2743792,1904537,2268124,1757131,3639799,2992724,1835950,1694402
2021-11-08T06:10,2561235,2152062,1721642,3754141,3337669,2344420,2470937,2839840,2680913,2380862,1906531,2231965,4097958,1957067,2352499,2273215,2624820,948765,2096520,1857983,2007551,2229257,2234347,1945758,2224131,2309025,2556279,2896137,2706424,3276875,2785064,2113567,2607328,1797241,2245470
2021-11-08T06:15,2147883,2501226,1388457,4270508,2684369,2985166,3055854,3052934,1956287,2241281,2208678,2582703,3180344,1917675,2755297,1726923,1968976,2604338,2893343,1272020,2469901,3119646,2679276,2495066,2078803,2379359,1892111,2095743,1724372,3735322,1954810,2891998,1840449,3226286,2401592
2021-11-08T06:20,2798154,2446018,1939740,3630364,2400039,2748756,1934531,2896642,1873472,2551032,2866992,3000782,3817544,3794027,2579025,2672459,2040433,1753563,1998146,2781110,2307276,2227820,2760973,2647969,2250144,2522039,2862816,4141564,2963645,2116792,1959070,3034789,2960259,1503303,1532424
2021-11-08T06:25,2636882,2949101,2171532,3216637,1561771,2838542,2725253,2813469,3095151,2515079,1884757,1351274,1480656,2799548,2912465,2590954,1040064,2587859,2325289,2311894,1994388,2127888,3374482,2561876,2833527,1293891,2864419,2098767,1485350,3981014,2922200,2640165,2402593,3181954,2980576
2021-11-08T06:30,1896848,2597636,1584110,1998851,2184807,2650895,2894918,2047343,2037214,1973512,1988386,2089449,2987000,3488748,3334680,3303729,1085850,2613608,2132110,3145461,3023494,1478556,3554044,1788540,3284299,2272587,3269158,2292737,2187775,2474459,2867558,2668895,1865361,2160251,2269865
2021-11-08T06:35,2819791,2349933,1935923,1977412,2611659,3015464,2020727,3248007,1083507,1976606,829819,2276023,3511720,2423425,2735157,3149278,1463984,2119670,2842981,3305698,2479291,2672113,2920688,1661523,2903418,2899669,1303112,2415053,2423528,3636517,2758790,2633210,3071977,2532049,2198785
2021-11-08T06:40,1708246,1660453,3177366,2676352,2913444,2182448,2298595,3875706,3074334,2621549,2005112,1435070,3399456,3774577,2890408,2917860,1844779,2269188,2080581,2256481,1174503,2331870,2760041,2557697,2149256,2310085,2723822,1683952,2655364,2507931,1980364,2421546,2281555,2186977,2331728
2021-11-08T06:45,2633970,2911970,1616275,2440474,2239020,2520026,3072587,3603686,2438197,508604,1624614,2167739,2718110,3388017,2197138,2328648,1173900,2080447,1915084,2230125,1762132,2595002,3163428,2756853,3390224,2662589,1490291,2515623,1990774,2249699,1706604,1809679,2228045,2418698,2404789
2021-11-08T06:50,2753996,2517603,1938207,3308666,1644913,3144217,2209741,2921351,2320457,1829529,2014131,1622245,3453193,2033850,3136826,2148345,1467983,1232163,1962147,1683402,2095462,2407619,3446021,2451840,3677688,3467765,2606639,1896064,2426159,3128200,3342180,2736623,2934173,2287706,2177950
2021-11-08T06:55,1626502,2624014,1447029,1289388,2476288,3784628,1690459,2923378,2886793,1285940,1507590,2702745,4217133,2262824,1806580,2061881,1534547,2361859,3201329,2090400,1286633,2820800,2858522,2623367,3568777,2499994,1595402,2498352,2147104,2732745,2948210,3937889,2696802,1999695,1654531
2021-11-08T07:00,1756606,2640572,1362169,2226275,2124469,2439546,1750708,3416102,2775336,2932805,1138190,1560388,3470801,2814889,2740869,1843485,987152,2797182,1217566,1960068,917946,2354896,2686551,1676667,3158440,2898343,2139531,2377951,2138968,2484922,1928684,3412962,3229565,3179203,2322276
2021-11-08T07:05,1835321,2119305,2719950,2371270,1907558,2857963,1424461,2628492,2266506,2243009,1698340,2489467,3811147,2062598,3540202,3360590,454702,1939872,2032590,2686647,1340247,2377109,2544675,2313801,2716888,2883425,1856462,1892789,1953806,2872236,2116250,2775203,3219132,3502714,2721011
2021-11-08T07:10,2656470,3784302,3067221,2925675,2943848,3447498,1878680,3559005,2515395,2415922,1740700,740904,2561164,4158494,2975774,1890086,2040036,1684949,2716388,2245960,2417430,2548640,2855985,2116264,3096232,2188383,3013499,1789709,1672911,4137073,2721833,1928172,2650604,2028688,1975119
2021-11-08T07:15,1170915,2667311,1793334,2538596,3122176,3295214,2343123,4100765,2562272,1858909,1592065,813931,3450170,2208020,1808035,2862207,1152867,1880182,2030465,1440236,1871036,1864872,2332568,2119329,3855908,2129112,1487627,2423925,2621731,3275648,2720820,2776914,1882043,2784001,1286016
2021-11-08T07:20,2498051,1588973,2614981,3824344,2421984,4681797,2344018,3403044,1320414,1715332,1665396,2765017,3300373,2714747,2943849,1974403,2003189,1928820,1974449,2021984,2294011,2335520,3143270,2065300,2088191,2143647,1025305,2165166,2104854,3075707,2382030,3174519,2229262,2721604,1450869
2021-11-08T07:25,2545410,3275457,2251277,2197488,2344260,2850049,3075325,2243556,3150948,1282168,2531434,2383560,3229233,3107259,2730960,3670158,2386544,2314531,1837170,3316828,2009733,3442904,3279398,2958890,2812601,1774094,2834308,3211925,2149425,2484721,2361141,2557948,2902783,1915080,2124716
