mtime,AD,AF,BG,BO,CR,CS,CV,DR,DV,DW,EN,GL,GP,GU,HL,HM,IO,IW,IY,JK,JL,LM,LP,LQ,M,MT,MX,NP,NS,QR,QT,S,SZ
2021-11-12T14:45,2675568,3059242,2930353,2403695,2079693,2983621,1878069,3770591,2910719,2292282,3868531,3087265,2840442,2730356,3516630,3773530,2266456,1869683,2272018,3611254,3307928,3340086,2559648,2429434,3273794,2537691,2947541,2387056,1072560,2439380,2522635,2949336,3510383
2021-11-12T14:50,2005603,3213141,2449185,2359700,3811426,2427235,3938490,4208197,3171717,2936840,5472521,3446770,2856350,2596839,4387053,2765737,2963914,2614329,3579940,3638240,3297419,2974232,3802466,3220980,3030785,2791830,2034222,2644263,2989004,3244537,3433466,3868787,2541458
2021-11-12T14:55,4737932,3839792,3562551,4870648,2337403,3168667,2600088,3707980,3073851,3252036,3027470,2816784,3489205,3244656,3105938,3439374,3921588,2937877,3516009,3479955,2807354,2288061,3195580,3756634,4263172,3908311,2666487,3413557,2090572,2518750,3537089,3593169,2387079
2021-11-12T15:00,3613405,4090700,2166202,2405087,2807022,2727327,1919755,2726968,1642433,2543474,2887302,3601882,2297978,4388625,5043551,2701115,2103910,3004911,2581032,3346367,3376553,2358946,3993782,3053928,3333339,2110118,2660186,4281429,2240024,3659057,4066390,2890141,3307267
2021-11-12T15:05,3649125,2658706,2302946,3905600,2092640,3697701,2527179,3595714,3489565,2780278,4020833,3036951,3360716,3050250,4990373,3249448,2641659,3813962,2418399,2624314,1811253,2393222,2606640,3811967,3286429,3563161,2500338,3834705,2094402,2823325,2331909,2963934,3794949
2021-11-12T15:10,1953078,3297594,3910818,4042258,3148738,2214055,1515649,3363172,1839945,3358020,3640516,3069638,2778014,3075443,4728721,3752309,3298026,3230328,2448642,4179474,4566413,2441586,3760964,2673875,2204178,3317500,3464849,3593219,1871677,2165476,2705646,2840038,3051900
2021-11-12T15:15,1631056,3553092,2779017,2174559,3527050,3678805,2188686,3917252,3443638,1772134,3311470,2345435,1571213,3321193,3912361,2561642,1910440,2057899,3058902,2704084,3093312,2696928,3506805,4086110,2572260,2810128,3596355,3907132,2409342,2401150,2990504,3161265,3120657
2021-11-12T15:20,3257441,3036975,2760362,3992403,2115510,3989888,2121333,2761524,1981391,3572122,3696431,1854154,2721642,3496631,4372086,2716568,2511865,2437477,3106254,2669729,3258904,3571295,1836093,3135699,2672134,3297425,2849507,5361133,2668756,2115478,2481441,2484923,2067143
2021-11-12T15:25,2591947,2213833,2403362,2593220,2550419,2849559,2682852,3137472,1812853,2756697,1905610,3253633,4066132,4464128,3335294,2896762,2966970,2825022,2907671,3407116,2326548,3239466,3463063,3140915,3073152,3301129,2986170,3218510,2662042,3015037,3964812,2785416,3124834
2021-11-12T15:30,2693954,2904609,2424651,2948619,2566599,2848488,1518267,1999255,2935954,3094487,3651306,2419743,3072005,2086528,5162789,3447278,2763726,3606234,2664497,2799771,2199126,3331530,3033968,3647517,3524069,2438762,3402978,3465409,3014001,2785077,3046353,2940463,3294548
2021-11-12T15:35,1536109,4193944,2424098,2956786,1954516,2834698,2672957,2591917,3301880,2276946,2908695,2283535,2565204,2287805,4592876,2591012,3078202,2170133,3137759,3067267,2033230,1843772,3007863,3387601,4711133,1523774,2344677,2852044,1783989,2338036,4743780,2549874,3109606
2021-11-12T15:40,1937123,2138581,2979072,2138777,2281119,2357279,1626656,4315800,2534099,3335483,3174183,3513000,3691990,3175066,3917316,3534552,3595297,2544490,2388716,3525599,3191812,2844329,3300908,2807248,2852153,2019819,2298910,3753172,2864141,2682272,2666694,1793684,3041256
2021-11-12T15:45,3443040,3232226,3393497,3370988,2939503,2198587,2714963,2463420,2439370,3192441,4259987,2702385,3680919,3420666,3767062,3022108,2486839,2428007,1288589,4166733,3828240,3406912,3436963,3746692,4470541,3736884,2735221,2843020,1881538,2735598,4100584,3251034,2788441
2021-11-12T15:50,2848476,2844835,3638740,3151258,3187634,4347496,2148441,2567212,3116580,2270971,3406016,2973238,2084123,4906823,3598691,4256374,2701824,2352833,2599342,2708779,2920216,5336982,3443765,3769565,4569505,2309191,3513487,4844331,2529383,1371247,3507664,4893362,4621931
2021-11-12T15:55,2924342,1906455,2847902,2106256,2984396,2945179,2973086,2039706,2571643,3191157,4142859,3291699,3085749,3863683,3315595,2549582,1986805,3087401,2933139,3473382,1804924,3813118,3617982,2393463,2631320,3978977,2993200,3678723,1712873,1791863,2581998,3930669,3101218
2021-11-12T16:00,2811885,4390352,2797961,3432459,3610974,3202382,2252236,3353692,2667220,3459290,2476362,2841581,2849001,2540742,4820948,3739581,1930383,4433447,2691298,2543927,2877138,1970045,2374394,2916269,3464967,2791762,3290960,2395942,1815480,2062246,2137524,4551824,2302387
2021-11-12T16:05,1360851,2743385,2620071,3130046,3029118,2894021,3643051,3751257,2890292,2855178,3906764,1660351,3722433,3906243,3786786,3252363,2010209,2753121,3052670,1693955,1851950,3553910,2801108,3511567,3025448,1529895,2163306,3521347,2183625,3289438,2759064,3612244,3883356
2021-11-12T16:10,3303174,4586998,4625026,2200012,2508107,3093026,3018255,3751161,2422836,3014775,1831509,2731059,2924299,3530771,5188726,2557455,2276094,2133469,2746832,3763165,2399671,3849884,3910203,3236814,2122720,2184432,2403327,5406595,1364235,2561659,4120237,2575526,2902439
2021-11-12T16:15,2966248,3745056,2504663,2997686,4824546,4230890,1892851,3758136,3722346,3128768,2606536,3028387,3039148,3130064,3526105,2287637,2483130,3793124,2763376,1632031,3604445,2387331,3109497,2595557,2493348,3183767,2266316,3749419,2353586,2889321,3178860,3697250,3593558
2021-11-12T16:20,2352448,3275898,2985239,2825120,4295781,2979490,2219378,2612701,3868360,2295068,2956857,3160628,2900120,3420260,5320941,3703319,2693542,2423887,2428751,3990278,1425180,2687707,3570511,2719771,4067527,2962461,3808411,4426143,2483431,1790048,2806148,2764155,2615242
2021-11-12T16:25,3233862,2252908,4033032,2348204,2395153,2411402,2898398,1829813,2955855,3481687,2787818,3163177,3028322,3337419,4288324,2019067,2798479,2371589,2466483,2755254,2906619,1811988,4128907,2288458,2544367,2752899,4420165,2592141,1611867,2989485,3114413,2152464,3780670
2021-11-12T16:30,1624804,3332565,2412223,2205737,2757687,1546933,2243443,4212276,3751471,2797438,3485090,3270037,3618042,3943846,3131695,2429057,1885016,2437656,3841071,2778324,2709730,3111073,3015940,3728644,3304869,2953413,2777258,4486242,1885426,1418462,3247939,2297681,2473491
2021-11-12T16:35,4043383,3137876,3888004,2349540,3186702,3007519,2704948,2451501,2827382,4150548,2863207,4038548,3141224,1866596,5447441,2202964,3101687,3457895,3596906,2242117,2717421,2738310,3424812,3607366,2584929,3530023,1955126,3305052,2205904,1834713,2192291,2115006,3606195
2021-11-12T16:40,2755728,1799994,3618728,2752409,2565309,2405315,2513681,4095046,2451514,3113789,3048289,3738907,4347271,3895554,4877188,1884535,2861749,2906543,2381946,2352454,2310597,3507411,3256927,4541355,4038504,2854152,3628759,2724055,1824868,1148341,2892251,2986356,3794007
2021-11-12T16:45,2065178,3449604,2875484,2837919,2487186,2663732,3450763,4168459,3476342,2343329,2469935,1841474,2898885,4155293,4252623,3277669,3456593,3999293,2788544,2500838,3190974,3010826,3169194,3902005,4018854,2653893,3496148,2406619,2363920,2399079,2825268,3347339,2777924
2021-11-12T16:50,1996260,2336563,3176767,2668773,3316917,2562056,2680693,3087248,1832852,2957812,2896717,2504381,2597306,3479188,5393879,3088271,2741498,2523752,2942435,2090882,4025228,2997643,3631682,3408413,2582972,2635911,3417430,2458558,2215486,1799568,2497792,2195624,3472621
2021-11-12T16:55,2596197,3514408,2456425,2676492,3171692,1986582,3772959,2724047,3117498,2384911,2485523,2177564,3495373,2597333,2924449,2786153,3481527,3887648,2878167,1402730,3485217,2597099,1739836,3729225,2314823,3669444,3384554,3831309,2641725,2461148,1927475,1679416,2921288
2021-11-12T17:00,3677248,3448190,1487504,2800841,3005837,4156016,3135249,4132944,3002160,2036293,3566208,2402077,2877708,2026582,3356193,3927211,3269850,1513002,2747784,2478245,3097860,4122510,3356047,3241183,2263924,2276696,2830200,3126070,1974788,3522614,2712298,3421541,2443309
2021-11-12T17:05,1988811,2136843,2922076,2468112,2626907,3106008,3461518,4105138,2114316,2649250,2993549,2702164,2435498,4652470,4415162,3714174,2700557,2815465,3455963,2391334,2096454,2456157,2524459,2848896,2579185,2364599,1604165,2889860,2462741,2063020,2507747,3012922,2593160
2021-11-12T17:10,2705451,2711198,2975292,3884214,3067944,3791166,2710591,3372578,3329646,2766492,1685828,2855108,2675557,3266206,2555423,2598878,2176572,2509121,3386857,2630478,2855180,2820522,2093487,2353776,3631843,4154600,3311672,4645770,2760056,2778422,2584906,2443310,1856214
2021-11-12T17:15,1943677,3027558,5354101,2497644,3157433,2756621,3300544,3771460,2391784,1805151,4481754,2306792,2563626,2620413,3619004,2892691,2065174,3589463,2861305,2241213,3935317,2571876,3341464,4088519,4811709,2311436,4012734,3268193,2416805,1053274,3762054,3980838,2548772
2021-11-12T17:20,3061874,2653700,3048527,3161512,2430762,2327320,2332772,3864654,2390482,2704959,3240081,3546817,2951323,2628299,3878376,2960111,3222499,3981861,3236428,3075508,2393896,1955254,3757668,2498765,3958077,3565159,3260799,3032489,2080434,2785898,2608970,3464634,3315182
2021-11-12T17:25,2653209,4080915,3054338,2529175,2617858,3579045,2929614,3421544,3348422,2853188,2757899,1844968,2954830,2642351,3888723,2841691,2917913,3373743,2427343,2516215,3464064,2491695,4903835,2978776,3155658,2926259,2681011,3603785,2312786,3661851,3240798,3770140,3646604
2021-11-12T17:30,2963048,5018558,4242989,2263800,3221704,2137925,2157760,5301335,3305669,4072277,2252393,2159901,2744509,4627775,5126553,3122216,2921618,2849714,2897093,2855279,2326447,3262909,2901381,2858243,3149703,3175616,2842758,3772195,1781958,3341829,3854405,2920794,3836738
2021-11-12T17:35,1431164,3603260,4140930,3923731,2579410,2681051,2663842,3626531,2866355,2512043,2393268,2597517,2504270,3230844,4690186,2665649,3023544,2374379,2864603,3679873,3009903,1787915,4998007,4318753,1753155,3414247,3093903,4593300,2028819,1941386,1944398,3824143,3319871
2021-11-12T17:40,3110128,3726055,3027700,3642810,1802542,2086454,2230707,5460332,2646698,3147895,4182804,3111300,2087420,2814251,3768041,3390810,2682196,3330508,3151526,3137754,4051776,1931634,2747051,2063306,2690006,2518467,3364391,5419536,2213714,1056690,2730126,2878090,2690303
2021-11-12T17:45,2049392,4426929,3243434,2129525,3395153,2617108,2667933,4623892,1863115,3094094,3479526,2305056,2787445,2732014,3139451,3011745,2077032,2099768,3237762,2477244,3408595,2856768,2632039,3678227,2732000,2305313,2967588,3732350,1938224,2794447,2989017,3555839,3126835
2021-11-12T17:50,2614139,2379162,3554389,2633545,2819232,3352162,3010350,3585533,1893938,3944153,2592435,1945230,1677650,3098559,2993713,2671224,2337221,2249348,3029249,3808912,3473064,2821358,4428186,3939117,2835867,3016960,2855949,2471630,2393192,2603949,3212920,1797208,3406240
2021-11-12T17:55,3630700,2671028,3411585,2443866,3388351,3856034,1916914,3464810,3940914,2842774,3984676,1867616,3130993,2666017,4507730,2844364,2547077,4570923,2574230,2908663,2287470,3543916,1762988,3352301,3704532,2617675,3226775,4236109,1832201,2592088,3170454,2741350,3926347
2021-11-12T18:00,3382518,4994052,2938349,4442714,4127177,2386197,3046806,2643375,2585051,1447009,3271834,2696897,2087019,4118397,3480823,1136392,2937951,2755690,2325088,3180847,3883894,2830295,4100394,3354349,2822579,2500013,4602312,3078047,3041509,1293735,1868435,2366077,2682570
2021-11-12T18:05,2652284,3757426,2142612,3005317,4786007,3811983,1931291,3269251,4183623,3449393,2950704,1830253,2974164,4325049,5409814,3334847,4355026,2727891,2567363,1753169,2794879,3613016,3565819,3446157,2965602,4053828,3796261,3877595,3402802,3226845,2882827,1806530,2880369
2021-11-12T18:10,1863878,3772843,4141704,2737645,1152417,1875235,2955889,4254181,3322948,2423075,4623988,2342545,3429922,3117359,4270465,3713245,2098349,2628754,3123032,3276102,2755173,2770213,3219178,3834518,3321476,3571434,3922646,3650487,1752113,2460727,2853784,2982201,2597911
2021-11-12T18:15,3477130,3411774,2873245,2129115,2884572,3225840,1477388,3397095,3649855,3011179,3781173,2924984,3192502,2441188,3770991,3005798,2434620,3267094,3329610,2699373,2710812,3809314,2294224,2515957,3464863,2695436,3192652,3198230,2867955,2866201,3599952,2413889,2826621
2021-11-12T18:20,3396922,3696688,3211879,2761530,3545594,2157440,3140218,4386771,2442560,2956855,2696338,1743887,2485368,3288369,3247737,3172841,2744492,3072070,2724166,3077521,3952117,2983770,3244485,3611964,3322952,1580364,1934610,2655295,2606168,2192443,3192714,3369638,2622419
2021-11-12T18:25,2394515,3645765,1758634,2767955,3495589,3324843,2720763,2610882,4031415,4049124,3352070,1932046,4980316,3047454,3829728,3765672,2628718,2865014,4416845,3245100,4104014,3068927,2944842,3416130,3365130,2312972,3912748,3548872,2968204,1767441,1502796,2295322,2981191
2021-11-12T18:30,2181157,1736257,2919957,3262622,3234752,3580908,1772856,4480647,3952025,3565729,2801478,2724724,2800724,4031668,3401300,2132710,2495298,2715148,2960658,2396481,2536524,2608178,2575171,2561007,2431884,2565449,4030577,3647081,1980299,3113954,2590943,2598775,2463524
2021-11-12T18:35,3135137,3209203,3099119,2282616,2924264,2886884,3599718,3410157,2751323,3081882,2387636,2226828,1962174,3708527,3152005,2975560,3295726,2716590,3654037,2744064,4702334,2516838,3482977,4754790,3878108,3089320,3519976,3237160,2633522,2817757,2523357,3611609,2633151
2021-11-12T18:40,3170591,3596125,3349676,2677847,3395506,2607514,3736764,4171468,2870303,2850650,3122180,1988952,3394400,4616317,4713209,2593274,2954382,4651257,1903901,3161119,1655799,4507628,2948394,3428424,2459307,2595415,3750879,2434070,1643296,2610517,2317575,2460892,3665860
2021-11-12T18:45,2250950,2599482,3746050,2858245,3424360,3851382,2301220,4045567,2523130,1962081,2433737,2818149,2864819,2840550,3637767,2733222,2020415,3684580,3037288,2867440,2805902,3368494,1893080,2850740,2845836,2930922,3832094,4504983,2275258,3055124,3810044,4216100,2399267
2021-11-12T18:50,2261201,2776089,4003153,2950487,3309858,1250876,2021940,3231790,2801000,3273597,3701236,3673065,4204178,3149537,4125553,4488468,2425702,2650352,3763581,3768693,2798873,2954481,2600346,4062947,2762742,2742856,3278579,3019002,2694609,3799698,2675983,3009531,2448899
2021-11-12T18:55,2997890,2952155,2708771,2403677,2481363,2804991,3101056,3850591,3469967,3456525,3566703,1367942,3022507,3690306,3907559,2663590,2097363,2625589,2146252,1788484,3650353,4230567,2844845,2562203,2758163,2232737,2787860,4512058,2665054,2307163,1968795,2537339,4534626
2021-11-12T19:00,1532171,3663043,2371213,3058147,2777269,2767560,1915824,3020989,2862325,2587792,2638342,2001235,2841075,3088538,3742525,3190935,2822987,2712859,3543556,2567522,2783657,2088947,3242129,2978703,4782900,3623774,2653801,2373578,2227566,1636839,2627496,2435558,2852709
2021-11-12T19:05,3110852,3668872,2469200,3614242,3066125,3614134,2381943,2566015,1654367,3212647,4150119,3389981,3160524,3476799,3724389,3437525,2981338,3432892,3173210,2704435,2488625,2065151,3316947,2516255,2390297,2268550,2576977,2553243,2141308,2894304,3963194,3528812,3906922
2021-11-12T19:10,2806707,3105820,2633608,2075693,2774114,4421290,2555352,2925685,3388776,2749335,4475239,2497861,3212060,3414627,3398302,2207406,2804144,1717779,2253810,3080573,2425229,2903766,2691566,3073347,3162772,2216892,3904473,4241754,941434,2201218,2832667,1490280,3545894
2021-11-12T19:15,2221346,2485902,3385091,3443145,2680247,2459910,3769350,4338189,1745414,2990845,3048470,3135196,2170547,4324902,4156665,2125254,3397094,2924403,3087774,2322790,3082029,2657009,3297826,2786066,4599559,2768677,2363573,3299726,2700952,2035821,2398054,3367446,2746019
2021-11-12T19:20,2297935,3388764,3061840,3046271,3554406,3643257,2254807,3433185,3173341,2129800,1967596,2341219,2409796,3102817,4234533,3290673,3849611,2305324,3055160,2869177,3907539,3139465,2168875,4193666,3222449,2940072,3981786,2602492,2836414,2165418,3797797,2550284,3861097
2021-11-12T19:25,1638498,2926648,3709969,2139886,4243499,4159391,2393018,2803501,3475077,2001109,3618461,1980884,4719460,3802885,4820098,3220723,2030219,2881208,1622135,2860002,2860372,2780795,1728672,3552188,2664224,2976252,3013634,3391806,2378111,2405862,3425887,3848369,3206056
2021-11-12T19:30,1574532,2910126,1887958,3853604,3726390,2619293,2481191,2344155,3134045,3339991,3084044,2345696,4146686,3304106,2616357,2794890,1842534,2614631,2270162,3102121,3923200,3007834,3070444,3153443,4003581,2865241,3199549,2462277,2247463,1933134,4709028,4117606,3403343
2021-11-12T19:35,4653073,4079199,3169282,2526352,2599276,2506715,2600639,2909741,4063696,3316310,3314722,3049555,2855841,4301791,3968668,1516637,2209889,2494369,2700201,1957954,2790842,2673210,2121678,3511484,2568201,1764580,3321388,2717280,1498836,2507923,3509265,3609716,2639117
2021-11-12T19:40,2222285,2539504,2674639,2587665,2125535,2894892,2654477,2808355,2824572,3062458,2976341,3084288,3477133,3962589,4002395,3305478,3019243,2068775,2715700,3823969,3267175,2927494,2799331,2146298,3813231,3395125,3196274,3339929,1768202,3203101,5119144,1927613,4815736
2021-11-12T19:45,2542319,2399068,3030031,2841319,2852121,1454681,2661947,4158241,2728830,3278896,2427620,3951695,2525629,3431354,3751867,2358404,2945518,2683766,3170108,2720275,2045577,3272842,3302893,1907173,2675841,2227502,4187708,3673961,2933040,3171656,3696331,2516101,4606050
2021-11-12T19:50,2030882,3267338,4276741,2448405,3147938,3577550,1725646,3666896,2305389,2689484,1916537,2682338,2678456,3345345,2847019,2786692,2583438,2648985,2936770,2746057,2485785,1989831,3333269,3280828,4254985,2137819,2372772,4737701,2170388,2037937,2815252,4544621,2702622
2021-11-12T19:55,2612475,3077307,2795734,2558791,3589074,2452777,2353083,3233581,2818734,2694405,2900353,1953113,2087983,3441361,5015504,2802207,3189704,3352220,2437350,2344709,2798928,2187037,3851980,2273611,3076819,2527504,3837120,3566313,2143004,3024552,3315281,2270029,3255269
2021-11-12T20:00,3378677,3515978,3419671,3177051,3032190,3501345,2321262,3383854,1622106,1297194,2730622,3650237,2397917,2643718,3233879,2577315,3820046,2933638,3072591,2628005,2276944,3543565,2662806,3002913,3373925,3189308,3997850,3173373,1986879,2929359,1974840,2303498,1948030
2021-11-12T20:05,2462893,4802199,3011354,2089023,3112411,3971246,3012350,3298795,2727514,2745847,3319921,2363847,3004156,3142968,3956922,2242021,2368902,2375650,3870487,3446443,2731063,2468424,2623397,3732999,2828879,2576614,2036353,2678163,2438811,2054866,2502884,2161490,3544052
2021-11-12T20:10,4282623,3206541,4559800,2415240,3084881,2259352,3160585,4754303,2520206,3313112,2504836,1688364,4128644,3097722,4027536,2493735,2985766,1868543,2533670,1896570,2727602,2301518,2679974,2731698,1413479,2683484,4336979,3189092,2573353,2779199,2157567,2734001,4547116
2021-11-12T20:15,2933036,4227373,3811709,3102242,2768095,3925929,1672813,4374110,2850473,2758999,2810396,1645684,2775283,1182677,2534691,3605516,3005497,1912430,2940010,2924659,2737477,1775122,2032480,3423582,2347926,2765622,2513931,4173285,3199451,1866499,3188802,3543953,3744574
2021-11-12T20:20,3206015,2476414,3195392,3283527,3261020,3137941,3054255,3804747,3736599,2370568,2719214,3829913,2707936,2035207,3981345,3452296,3140636,2845079,1281763,2227166,3159119,3167714,2725377,3949541,2508051,2936452,3409157,2993956,2436148,2484275,2862044,2140380,3441316
2021-11-12T20:25,3192411,3669557,2476345,2530716,3514147,3682952,2641434,4487401,4131545,2867363,3470133,2121428,2345045,2315171,3916550,3271508,1847913,2928425,2596442,2764485,3135857,3109008,3128640,3952178,2563657,3471034,2799336,3848534,2162098,1882690,3436054,3810643,2252431
2021-11-12T20:30,1831393,3140694,3023416,2151650,2423774,2347601,1707392,3576186,2748942,3479678,3652755,2376234,2096703,3028160,3984641,3588006,2169189,2650244,1822217,2840583,3447898,3202975,2861007,2642384,3816017,2980340,3923072,2228988,1977648,2757617,2635384,3016975,4172538
2021-11-12T20:35,2590078,4643552,3060734,2466828,2893290,2871428,2570323,3246990,3998620,2785822,3893114,1659590,2031639,3329589,3144664,3447776,2564819,2682373,3193794,2377988,2906931,1028276,4297239,3350619,1907998,2378166,2608264,3984698,3462151,3273954,3479233,4046807,3523627
2021-11-12T20:40,1949724,3009309,1770018,1711690,3673176,2766727,2497708,3633526,3693514,3172687,5232421,3521863,3335645,3370739,4112053,4069793,2255909,1867318,3499305,3273908,2744617,2457793,2499294,3203191,3596848,4035931,3044456,4010787,2059473,3026738,2459850,2709290,3388026
2021-11-12T20:45,3083568,3839739,3142747,2519636,4048013,2237797,3083638,3142059,3079411,4234523,3950897,2477375,2831086,2523616,3376297,3540806,2232273,3088636,3212480,2741571,3567372,3004925,2043615,2392764,3178394,2832798,3590836,4207824,1961987,3255583,3263908,2670177,1801155
2021-11-12T20:50,1740668,3782269,3373410,2898064,2395186,2430550,2929651,2501772,2191524,2471303,1885251,2076125,3751502,3111049,3036153,2538709,3126422,2167855,2885950,2343000,3555105,3365969,3878341,4725723,4148409,3349377,1995171,4248833,2127869,2165322,2804005,3853810,4362245
2021-11-12T20:55,2573392,2258828,2504865,2844470,3813495,2723671,1744280,3974817,2429446,2287469,3370445,2286606,3495179,3575368,4037018,1845214,2256042,3780351,2869796,3146917,3337686,2605848,2963954,3755974,4133036,2670439,2148303,2622278,2429431,2719201,2880387,2484880,2864685
2021-11-12T21:00,2784899,3718079,1933316,3661774,2540488,3780183,2964978,3774788,2946791,2634286,4418993,2778506,2367458,2389757,5299266,2958801,1808429,4063150,3100832,3089873,2402296,3878092,2682319,3449124,3266191,2430109,2331758,3976595,2720821,2590573,3639899,3972694,4147222
2021-11-12T21:05,3141429,4206414,3804957,3056141,2494296,2293537,2349963,2540710,2605879,2609050,2313030,2097515,2661220,4164055,5306995,3765677,2891171,3155083,3374174,3780842,2793564,3118517,3052947,2545256,3136422,3235891,4258544,3002614,2549128,2531159,3537543,3131442,3056935
2021-11-12T21:10,2251399,3825282,1087639,3879411,3260516,3569350,2887361,3116900,3157171,2906876,3038359,4203487,3929784,3082446,3375922,2685084,2107678,3146389,3621205,3513671,2265952,2036503,3025789,2538559,3529824,2819985,2331688,3347910,1408689,1729048,1680597,3381562,4208480
2021-11-12T21:15,2241725,4826533,3308505,2821399,3020937,3261855,1753251,2177006,2488129,4507342,2392516,3316934,2855806,4153042,3131818,3754500,2747800,2345959,3757272,2888826,3067850,1982768,3440016,3206505,2432980,3911622,3401938,4605008,2107332,3241975,3231698,2309881,3974931
2021-11-12T21:20,2304548,4774312,4416803,1656331,2829446,2790827,2458559,3111831,2475974,2308659,2746811,2062608,2838904,3135119,4937782,4093060,1914575,2508830,2761713,1721009,2974868,3972893,2974311,3396478,3803160,4299956,2913787,4115014,2821459,1296284,2499720,2124882,2118595
2021-11-12T21:25,3110258,3612641,3793988,2490587,3821005,2136567,3160464,3514018,3969170,2660286,4232772,3355008,3110000,3433179,2624455,2652592,2041954,3487096,1783534,2386474,1989708,3283593,4108658,3034971,2641677,3101001,2695236,1993665,2113081,3132080,3458067,3351367,3482457
2021-11-12T21:30,1731207,3195331,3353518,2447877,3644958,2418589,2974083,2158175,2267182,4070731,3441474,2569284,2838292,2858372,3125845,2528079,3779379,3399351,2075457,3748652,2833752,3442978,2779406,2943312,2040869,2338929,3804582,4122643,1853255,3372006,2812779,2525873,3632187
2021-11-12T21:35,3601357,3674992,2869457,3027846,3280540,3395857,1562183,1981754,1856667,2741383,3044645,1810278,2140541,4503393,3925218,2406886,2173654,2962793,2459965,2841442,2900953,2865804,2401549,2956854,3308320,2616224,3112974,3379149,1710944,2538429,3336018,3529643,3689199
2021-11-12T21:40,2862657,3347624,2761890,1668250,2335407,2596168,2824623,3798490,3850217,3783151,2574353,2072793,4239898,3590237,3390778,2084396,3892663,3559266,2085321,2568693,2904245,2041045,2318767,3125785,3251649,3614818,2940721,2702711,2789391,2178624,2617830,3795893,2997770
2021-11-12T21:45,2758771,5033736,2624555,3213434,3202460,2416384,2451816,1918186,3137765,2832288,2640359,2251134,2880308,4184033,3899851,1492139,2701020,2643033,2456004,2639845,3753485,3461901,3051767,3608439,2712140,2647186,3393942,4017602,2440602,2939055,3693147,3335168,2947264
2021-11-12T21:50,2060655,4422265,3177002,2922546,2934946,2226115,1716187,3890783,3042202,2701566,3311731,2593959,2270002,3458620,3693926,2527951,2189268,2765796,2402312,2762790,3289356,4124580,2733827,2204308,3382137,2644562,2583614,4123575,2464486,3385335,3642178,3083562,3113310
2021-11-12T21:55,2941463,3469518,2047020,4416623,3490385,2662819,2634394,3099998,3703162,2966211,3686506,2113988,2679194,1950509,3637710,2394808,3044160,2758385,2645994,1780763,2441726,3513589,2633018,2512866,2714307,3145019,2608857,2919253,1669677,2435696,2244556,2604199,2889419
2021-11-12T22:00,3446140,3623018,3755823,3237164,3629703,2803799,2014889,2512212,2582483,3032672,2788525,2956343,2518992,2135084,3226132,3743956,3072580,2806447,2886664,2564801,2684124,3250718,2693404,3962487,3357843,3961004,3471604,2333018,2852434,3175216,2600769,2100412,2878380
2021-11-12T22:05,2646327,3649944,2056419,2971888,3313667,2618637,3584829,4448490,2732345,2648200,3893284,2923324,3938336,2779775,3353893,3628421,2333739,2672547,3643839,3272356,2384564,2278370,2915814,4177170,3764147,3361287,3943517,4504817,2169402,3084685,3175049,1796325,3584571
2021-11-12T22:10,2190429,4144096,3333938,3953554,2553366,2581356,1701962,2397370,3120452,2944242,3274606,2797327,3539836,3026644,4077778,2514660,1885024,2596145,1837139,2148814,3379549,2511167,2550003,2400205,2448138,2065516,2972298,2975936,2682138,2032510,4635312,1942495,3474801
2021-11-12T22:15,1361609,4443505,1930423,3211406,2886756,3215422,2360088,3901614,2811068,2948154,3154626,1936322,2568187,3671625,5100450,3100167,2005236,2898006,3127065,2997406,2514468,3661125,3074260,4297786,3183912,2838530,2470165,2784980,3173842,2422286,3401006,4090652,2953960
2021-11-12T22:20,2060291,3515462,2246082,2105006,2233014,2519251,2393016,2208126,3782050,4303354,2708813,1986537,2312807,2250888,2878666,2179308,2143375,3000326,3602957,3547826,3321000,3487133,3489766,3459695,3215524,3308347,2108608,4486921,2548405,2661612,4143126,1675680,3745203
2021-11-12T22:25,3299504,3717791,2708559,2723625,2914001,2314744,2170753,3283743,3329080,2210488,3286737,2435439,3673836,3232815,4836473,3005492,3195494,1739929,2238372,3925292,2671108,2689928,2827498,2955854,3404862,2622480,1806539,3934061,1726026,1458293,2363346,2568251,2353940
2021-11-12T22:30,3604336,3584866,2545305,2691334,3661350,2673568,1905095,3898962,3259549,2722532,3083003,3220596,2535485,3212204,3503572,2640239,2956808,1916091,2588453,3347878,2885084,3906400,3896063,3087117,2064663,3760865,2353215,3193523,2522827,2715186,3373152,2546746,5287428
2021-11-12T22:35,3109735,3247375,2739267,3015577,4329770,3892054,3054964,2838185,2021781,2500852,3661673,2779585,3287826,2454778,4652019,4560440,3169426,2367685,3610357,2821328,2161059,2798687,2423647,3201540,2165455,2716473,2620149,4402886,2492733,2800924,2897742,2580448,2152162
2021-11-12T22:40,3130285,4240937,2978082,3407092,2434699,3873820,2805218,2742543,3243721,2183401,2435500,3043923,3501305,3663009,3171014,2300019,2458872,2350176,2918601,3394796,4120363,1602584,3348174,3364829,2696630,3121498,3837516,4099998,2310654,2626825,3293167,2947700,3509804
2021-11-12T22:45,3256989,2671824,3456074,3574178,3042950,2808676,2417198,3814491,2989104,3362571,3249431,2552308,3308768,2590246,3669400,2456167,2248098,3685239,3014293,3334495,3306032,3396783,4155299,4701691,2998513,2212403,3184661,2834246,1610789,1566976,1883467,3100349,3745815
