mtime,AI,AM,AP,BS,BT,CI,CR,CU,CZ,DO,DT,DU,DV,E,EV,EY,GK,IJ,JR,JS,JX,KN,KS,KT,KV,LQ,LT,M,NO,NR,NW,Q,RW,UV,Y
2021-11-09T02:20,3551563,3396430,4202835,3101462,2971323,4013073,4312836,4002999,3112002,4438750,3024614,1870690,4446928,3304986,3871020,3933030,3202940,4206138,3656399,2098267,3942223,4866301,4084092,3408188,3541604,5092290,3086035,3608090,3389088,3357726,4578483,2772329,3290025,4350549,3531831
2021-11-09T02:25,3124378,2731783,3877181,3285668,5420549,4660952,2832435,4433317,2953874,2442717,2812833,5132974,3464829,3422469,3312869,4004175,5204400,2860635,3309809,5078481,3822917,2602784,2982427,4537028,4225431,2829041,3563362,2212926,3338498,3042381,3473829,4473315,4215507,3052678,4567300
2021-11-09T02:30,3977869,4085384,3767015,3178225,4605589,3742169,4337515,4681042,3417873,3291555,2898146,2398807,4034393,3785769,3933390,4286174,3035178,3836491,3603011,1827914,3851214,3228340,4057526,3149067,3762261,3725084,3160821,3374496,4177503,4757759,5169022,1956094,4031020,3890217,4504098
2021-11-09T02:35,2875120,1986265,3306388,5310646,2923274,4626064,2814446,4574718,3873462,4017668,2871590,4453045,3487406,3267733,4824984,3757963,4226331,2590271,4297374,2901129,3861516,2813479,3158227,3664202,3882516,5236293,3322814,3501291,3677129,3031517,4288445,3776479,4314168,2197720,3412984
2021-11-09T02:40,2951679,3998866,4052860,4024733,4831136,3951444,3215693,3183589,2245151,4633512,3649603,3994274,4764052,2845987,3791889,2926998,3859865,4703544,3308527,3223644,3152817,3246657,4589832,3343964,4119649,5622903,2781035,4180985,2696508,3056459,4458228,3657938,3673737,3846003,2293083
2021-11-09T02:45,4183050,4644659,3538836,4280777,4380974,3700034,2886095,4904510,3326776,2578167,3114049,4561821,3321975,3884334,3133347,2803769,3622743,3584621,3678024,5336698,3156586,3109706,2775233,2530805,3711290,3753500,3441069,3057471,3815448,3389385,3858705,3819378,3987592,3271619,2215846
2021-11-09T02:50,2339534,3574418,3924816,3057526,3847288,3832458,4628977,3647957,3216461,4019849,2442019,3329013,4208453,3827944,2530063,2876604,3890276,3372969,3169335,3279452,2994168,2582679,3333322,5070582,5073037,5701848,3403798,2638826,3411368,3205496,2763041,2173400,3947202,4244512,3882055
2021-11-09T02:55,4225333,1891868,4257913,3843474,3228118,3065085,3154625,4057931,3512272,3812094,4115448,3881852,4041235,4362420,4130821,3533812,4541330,2764001,3689407,3809982,3342540,3098090,4453407,3164542,3603121,5336472,3766001,2689486,4014110,5210775,3230386,2757681,2757283,4808434,3195670
2021-11-09T03:00,2536026,2964032,2822566,3351008,4379634,3660542,3740620,3314018,3075549,3714204,3305087,3933694,3758366,3053835,4131406,3165208,3119400,5005286,3147618,2901029,4040889,2309845,4664029,3941610,3893375,3952283,2284398,2781603,2095575,4303681,2542892,4530544,4853367,4062481,3224367
2021-11-09T03:05,2748140,3775051,4197572,3716361,3376499,3309306,3079532,3705300,2991862,4005916,3696043,3073401,3163348,4103178,3214772,3770231,5025505,3920925,2876982,3579575,3246440,4498417,3086801,1981707,4531530,5214933,3280808,3975265,4101315,3662038,2771542,3857864,5142308,3774535,3487531
2021-11-09T03:10,2325849,3081059,3734873,3961418,4128751,2620273,3464972,4799017,3967446,3372655,1676560,3138863,3548043,3514033,4058399,2739815,3484646,3645316,4406718,2820358,2059752,4364669,3845936,2326510,4725442,3601225,3736666,3231088,4821740,4206540,2975300,3687663,2988844,2902502,4004622
2021-11-09T03:15,3753297,3526252,4113185,3638296,4119611,4017287,3386211,3363866,4324607,3209490,3737204,3088906,5171193,2882748,3755948,4089379,4163287,4165619,3011670,3318284,2443664,2268303,3252680,3138541,3867192,5828584,2960828,2665324,2639158,2188303,4130458,3134757,3138470,3064465,3031885
2021-11-09T03:20,4109823,2992101,2859219,2107549,4392335,3868918,3230167,4110981,3738112,3554215,3000273,4602541,3872709,4730136,3525643,2927291,3833052,3761356,3537181,3481481,2925401,2678715,3979431,3913716,3389116,5028725,3578428,4173040,2111127,2403758,3660636,3858302,3760162,3452971,2918142
2021-11-09T03:25,4247574,3206237,2827487,3253922,3825576,5277585,2649399,4091942,3275823,3224114,3957503,3314774,3189574,3445572,4111722,3546330,4604344,3497668,4094311,3327288,3272565,2920199,3715482,3945925,4372411,5369131,2586363,2388788,4561585,4322956,4697154,3240962,4457239,3685497,4148037
2021-11-09T03:30,3962559,3339834,2175372,4312157,3916757,3150734,3562576,5362170,2988830,3897664,2530458,2887478,4240771,2892749,3622187,4070590,3773478,1829675,3813252,2601380,4200742,4092468,4540190,3323075,4492028,4285088,3327973,3190088,3384687,4082391,5212312,2155850,2966409,2952090,3418423
2021-11-09T03:35,2397037,2158398,3774388,4543044,4620878,3334231,3284421,4006219,2266558,3358446,3580144,2799747,3912777,4784939,2860816,3779676,3128157,4334950,3141450,2888075,3239927,3402538,3817805,3488298,4435164,4358755,5701971,3542458,3561338,3436526,3938144,3442344,3964168,4045989,4548433
2021-11-09T03:40,3882751,2999745,5054494,4341728,3791581,2854559,2503935,3910874,3265167,2180393,3417306,3555991,4357924,3296544,4579170,3207111,5289448,2486521,3632756,3608631,4161072,2535306,3765379,3874337,4303354,3161037,4066661,3054934,3725238,4869686,4276412,4392980,3847058,2595219,3193519
2021-11-09T03:45,3957818,2817310,2119570,4698212,3770997,3112270,3013196,3867606,2637105,5497885,2513230,3430082,5122573,2723890,2594909,3999233,4478083,3794930,2603988,3296618,3707917,2263942,3603276,2711011,4708482,3826733,3577296,3341539,4372801,4299499,5419423,2673009,3072329,3312864,3026117
2021-11-09T03:50,4374595,2990703,4288179,3241557,4217792,3003061,3768593,3272806,3282872,3669146,3949599,2637332,3806834,4365987,3468351,3754367,3302438,3509330,2880799,3163299,3938363,4169320,1835827,4225653,4797312,3866976,2763117,3250094,4330917,2418447,2633260,3830352,4989121,3498258,4855716
2021-11-09T03:55,3668771,2379125,3876667,2641587,5925320,2872754,1978360,4655383,3379747,3518180,2702152,4152723,3933578,3561332,3435512,3944664,2529278,4274315,2656901,3010193,4850794,2314277,4546346,3665447,4027106,4815587,3406166,3334987,3518657,4918548,3074682,4821794,5869995,2291900,3627985
2021-11-09T04:00,2692546,3146094,3745562,2707136,5055763,4107300,3612979,3475914,3161329,2892325,2917292,3893461,2739764,3421401,4452240,4752742,3525574,958014,3527512,2750072,2983772,2636497,4224053,3777722,3137129,5786186,3525330,3503207,3643532,4487225,4747951,2958324,2886856,2970715,4332191
2021-11-09T04:05,4572459,3158616,3712538,4054353,2592820,2896180,1837675,3545089,4451994,3876026,3030723,3243097,3653527,3365311,3057359,2538176,3835074,3734105,3444908,3757981,2917515,2875484,3652018,3744708,3088142,3504220,2265309,2957839,3408981,2867386,3263073,2261784,5011875,3487940,2397326
2021-11-09T04:10,3591844,3959506,3615532,3908271,3722652,4509096,2671413,4223715,2976100,2459582,2820266,5259829,4485505,4393239,3199223,4053054,3557985,3736639,3805401,3683188,3228690,4900344,3689192,2772476,3748685,3401414,2608133,1286623,4177471,3437625,2992440,3362097,2904157,3355143,4188291
2021-11-09T04:15,4427376,2738049,3051084,3174054,4095087,3281024,4577491,4758771,2246254,4357694,4978670,4579679,3168075,4297821,4048663,2755236,3445910,4086496,4179878,3294747,3417396,3041825,3503359,3516865,4496354,5268790,2338583,2102537,3040282,3864437,5663628,1584685,4174662,2998521,3405981
2021-11-09T04:20,3991765,2627724,3559015,4343864,5126980,3920912,2956860,3686142,3000424,2631353,4827616,3821032,4759793,4607493,2542708,3246072,2282535,4206774,3257209,4169129,3570827,2741867,3072050,3177774,5347721,4588586,3470847,2942293,3511446,3890407,2196111,4273865,2981214,4211496,5170143
2021-11-09T04:25,3613585,2158932,4707995,3956607,4506971,3278661,4230262,3853404,4175852,4234801,3484428,4049910,3582838,3814254,2708304,2812574,3122004,2354299,3266801,4382735,3811591,3660655,3967234,4055389,4067728,4377809,2838929,3354140,3629376,4681749,3973625,3774756,2823840,3528122,3353443
2021-11-09T04:30,3425173,3081973,3048986,3644191,3737743,4728569,3740982,4889123,2992195,4148040,2517458,3825987,3983144,2618935,3613498,5483446,3900243,2152248,3837336,2296413,3034720,3999926,4946323,3708705,3879925,2920918,2722643,3692358,2323423,2564888,2280684,3510343,3259813,4126314,3511786
2021-11-09T04:35,4327927,3723167,2531070,3323262,3654342,3993806,3475684,3926912,2571982,2626595,3395118,3117718,5025370,4564808,3889532,4424229,4323216,2676189,2936630,2210969,3596191,3557593,4319688,3333322,3582809,3486790,3752598,2576601,2910503,4607340,3844792,4420748,2671842,2811027,3117315
2021-11-09T04:40,2618994,2489281,4161583,4548356,3263352,1966001,5116127,4353849,3181753,3706378,4048106,4205469,3511359,4613730,3928626,2403905,3594289,3270819,2744905,2736338,3927842,3606817,3066837,3544701,4320361,3884581,2597238,4626160,3476197,2745837,3585272,4614240,4774589,4326041,3434577
2021-11-09T04:45,3112719,2998372,4611945,2887841,3187600,4383673,3706021,4021119,1886850,4007492,3586875,4118251,4427653,3864452,3801201,2788357,4134002,3622602,3107659,2886433,3690648,3956641,4340459,3678310,4209461,3765661,2939892,2703514,3850297,3911515,3196715,3775806,2971121,2851609,3758838
2021-11-09T04:50,2903410,1564215,4389523,3015334,5314679,3931527,3674617,3947522,4187140,4917281,3060349,2722879,3600918,3004460,3002631,4308704,2500822,2692648,2477797,2581722,4655267,3124271,2548801,2464991,3930004,4815367,2649621,4088313,3305453,4086990,5271807,5377026,5066608,3845057,3374160
2021-11-09T04:55,3680231,2562111,3333247,3483902,3776797,2372714,3822223,3592836,3448996,3745268,2993486,4617692,3106637,4240916,2722623,4213085,3753548,5095851,2873091,3757050,3618027,3252471,3734451,2905184,3915654,4387037,1663013,3359001,3914840,3206104,3396407,2953486,4625886,3955133,3827467
2021-11-09T05:00,3233709,4035575,3356360,3980007,3855384,3211578,3844660,4381368,3304135,4113949,3424049,4340071,4752847,3883754,4457677,3492037,3911717,3495591,2956269,2330066,2127846,2081970,2500410,3979771,4599984,5038433,3464215,4619835,3692362,4511888,5882868,2781892,3653597,2855716,3529394
2021-11-09T05:05,2097098,2549039,3514102,3385617,2479595,2872219,3811804,5476191,2134646,3821085,3125431,4022963,5107994,3109262,3551334,4624719,2567277,3468581,2420603,2771640,3428347,3536470,3828245,3813592,3855739,6030127,3501502,2941407,4777123,2768420,3747869,3924807,3714796,3210757,4192907
2021-11-09T05:10,3416662,2609752,4507291,2716531,4223993,3376525,3098059,3554064,3758828,2641472,3878435,3948470,3947300,3907924,4382665,3741097,1693128,2417983,3302886,2069962,2513761,2591850,4254822,2469956,4058713,5506807,3295871,3310639,5355293,3715793,3825200,1771673,3493619,3442583,4336381
2021-11-09T05:15,3464823,3586355,4637449,3101108,4871965,5298622,2736088,5899003,2542266,3725644,3890696,2682429,3582388,3048953,3536576,3280119,4174459,3532668,2993847,2545025,3767402,3461815,3860250,2408563,4600920,3274547,3439910,3023949,2951883,3842317,3834065,3287364,2558433,2227001,3487766
2021-11-09T05:20,3001582,2771947,3502344,4210194,3856488,3028773,4578150,3756675,4143590,3872488,2552933,2328884,4806128,3238945,3906939,3503305,3417905,3026315,4007221,4090399,4326123,3311696,3458976,3390413,3997506,2748059,3554027,2749875,3355591,3975483,2523897,1604811,3214588,3154773,2945243
2021-11-09T05:25,2617280,3301809,5240669,4253580,4217153,2500443,3794092,4289735,3395783,4317779,3275458,3984078,3070952,3768860,4676192,3535724,5143098,3429845,2932792,4233835,3891433,3688359,3669934,2761255,4871383,4230731,3819680,3069534,3439997,3819656,3252242,2700143,3567485,2813170,4505739
2021-11-09T05:30,2365863,3557693,3446707,4055749,3189968,4575827,4195471,4749998,3504716,3983906,3145400,3238780,5453888,3066222,3678415,3327120,3417470,4646530,3158342,3458106,3909759,2977728,4143021,3575823,4112542,4065967,2484196,3299121,3450588,3875036,4511247,3622180,3298227,4431760,3265134
2021-11-09T05:35,2996302,2543674,3918854,4340565,3143898,3625813,3763013,3276087,4366893,3985656,3121120,2369818,4821885,3735102,3858993,3861706,3852925,3492332,3089384,3199572,3229072,3563053,4810562,2751203,4498827,3524132,3134212,2540651,3514873,3128710,3799826,4057501,4691158,3341471,3735440
2021-11-09T05:40,4129459,2609921,4867081,4541467,3829005,3754232,3620259,4402813,3385125,2936303,4457530,3508775,4545941,3545372,3642788,3512556,2841531,5347223,3360445,3406207,3800261,3334057,4080505,2725338,2426932,4609337,2203620,1916689,2965673,4000288,3743869,3033267,3583809,5345116,3649017
2021-11-09T05:45,2491433,2017406,3394341,2059194,4186184,4258942,3877737,4952466,1847863,3974311,2276912,2962260,3166538,2822134,3213127,4248308,3229032,3615063,3521854,4000116,4145546,3660090,2584221,3428817,4646628,4028503,2980185,4043118,3423837,2828594,3848746,3986477,4788389,3486333,2305756
2021-11-09T05:50,3188100,3765633,4249946,3570467,3899225,3922997,4261772,3937193,3536282,4261440,3941626,3936993,3399805,4037299,3271191,3866921,3362911,1582761,2679988,3160388,4256384,2586134,3477608,3071358,4392155,4617025,3857413,3251576,3654332,4837796,2553349,3585578,3762146,3384898,4673301
2021-11-09T05:55,3705902,3372416,4512065,4651830,3801198,3656828,4440301,4166253,3566866,3409825,3984365,4417716,4308204,3837104,3810512,3952010,4830423,4314161,2954830,3662686,2417828,3263071,4213909,1840668,3145191,4097482,2149405,3482829,3253044,3816013,3368963,3294899,3832188,3847317,3175891
2021-11-09T06:00,3716636,3728405,3162501,3837371,3921978,4099757,2363824,3541239,3542932,2782994,2466288,1811805,5785168,4287690,4585259,2970438,3178645,3671933,3464903,4387514,3482498,4781591,3111417,4737116,4478928,4824404,4145924,3869002,4278511,3376399,4262950,2881005,3815321,3591822,3594876
2021-11-09T06:05,3306949,3222281,3386482,4269515,2823406,3185368,2918126,4223003,2577370,3124780,3689366,4230197,4127287,2810560,4372950,3754212,4801498,3737719,3833652,3170988,3052425,3291571,3320226,3155004,4305165,4434469,3041797,3237916,3155579,3198271,3106080,4707711,3703963,3698449,3915594
2021-11-09T06:10,2098138,3643177,2684506,2329395,5115329,3908490,3607072,2649561,3830674,3110896,3182252,3529294,3942172,4591106,4115024,2628479,3424478,3748288,4411666,2972217,4512419,3911813,3389974,3149556,5079190,5809824,3398751,2840246,3839773,4919432,5024136,2814491,3299423,3392320,3560339
2021-11-09T06:15,2014878,3352933,2988491,2170449,3439733,3246563,3798707,4316511,2669676,3522234,4358714,5239671,5855948,4167921,3707598,3826523,3338670,2157428,4657879,3664921,3852715,3107110,4534664,2409692,4497514,4779754,3802473,2917677,3403708,3360922,3437721,2615048,4780900,5570975,2930158
2021-11-09T06:20,4369180,2599246,4555515,4757414,3385284,3585636,4350119,4134195,3362611,2817759,3112725,3534267,4729856,3753318,3079495,4780932,4366679,3675039,4006033,4289380,2791305,1570902,4316136,3574566,4189355,3938318,3662666,3030270,4421596,3482266,3725996,3927793,3987569,4658162,2349158
2021-11-09T06:25,4484328,2725253,2453601,2128948,3205744,3437472,3497017,3521296,2215812,3624937,3682087,4568622,4049138,4540001,3383174,3465550,3188528,3752810,3488941,3278000,3224481,3009825,3155928,3588622,5230248,5399613,3324216,2806555,3449464,3838418,3197776,3803963,5588964,3754942,3903577
2021-11-09T06:30,2171123,3613732,2615037,4137931,4925004,4896369,3433960,3212566,4659453,3486242,4163508,3386879,3964392,4174959,4352880,2642690,3807238,3730414,2724559,3840325,3289284,2286760,4332340,2183791,3142368,3780357,4021071,2834400,3420875,3763454,4864647,2675698,2916551,3554937,3188062
2021-11-09T06:35,3412643,3207921,2909187,5052009,3230808,3649018,4017870,2684340,3463392,3533326,2966438,4002146,3472767,3061612,3430117,3633326,2600263,3418602,4362622,4908009,2871270,2121135,5034549,4270506,3638643,4198480,4077206,2732268,3424530,2393113,4876812,4302549,4924864,3373595,3381270
2021-11-09T06:40,2607356,4374682,3455133,4185279,2508489,2931250,3710748,4343256,1763411,2852454,3062465,4384110,5345728,3859824,3308563,3749623,3425872,3629488,3374796,3654234,3219360,3740563,5149861,3427032,4333947,4070703,3543688,3821050,4495984,3215938,4867084,2237409,3020208,5045513,4151143
2021-11-09T06:45,4265014,3413343,2886368,3454842,4106989,3784684,3232748,4849476,4400930,3440932,2025688,2651973,3764500,2749045,2581542,3820199,4043499,2892744,3568411,3023063,3117908,2215879,4261678,4042526,2460413,3912621,2545431,2745308,4619056,3998229,4061375,3395486,3523526,3494195,1574674
2021-11-09T06:50,4224614,3180490,4898910,3892202,3778523,2751085,3145234,4828674,2814338,3907850,3323508,4852071,4843354,4548220,3479416,3779540,3685615,4366627,3345508,2458288,3181502,2414223,3101558,3549389,3066192,4044834,3473911,1846633,3501989,3615504,3259704,3470007,3288298,4109313,3445048
2021-11-09T06:55,2657834,3117441,3706805,4412548,3101137,3508316,3560951,5381376,4296389,3419661,2737402,4804751,4323887,5421544,3998618,3558446,3739086,4262458,3586480,2912297,3210920,3064835,4483886,2765894,4906973,4777128,4349931,4420611,4026913,3182469,4372365,4481364,3986786,3881700,4364241
2021-11-09T07:00,3342453,2314120,3516937,4077656,4256887,3295233,4209144,3149167,3231223,3967777,3656568,3888610,4012668,4135585,2548269,3224233,3931696,3568449,3760176,2849537,3537969,3174518,3219469,3314038,5334649,4498702,4012012,3629811,3822304,4062558,4142843,5385263,3935333,3149479,2615494
2021-11-09T07:05,3917552,3306216,4406586,3656017,4598582,3242237,4175873,4125188,3997985,2795547,3162285,3301890,3741374,4511731,3404870,2957849,4122898,3617666,4338477,2478127,3349086,3260971,2476092,2103579,3792897,5370578,2983643,4221993,3260567,4647373,3221204,2772101,3187349,2949369,4704860
2021-11-09T07:10,3842564,2992727,5013646,4595747,3189162,4271963,4465361,2961509,3446640,3575691,2437332,2753458,3291040,2342881,3880157,5150883,2752714,3235190,5039414,3204163,2627002,4126457,3280507,2796843,4661925,4130287,3310848,3631509,4947303,4313350,2629130,3090394,3867016,4759402,4766599
2021-11-09T07:15,3601264,2376324,5390658,4439104,2720640,2158933,5103185,3836290,3252823,5293404,2624267,4133375,3693948,3658897,3441295,5183461,3210609,3708993,4509399,2674175,3105726,2375237,3387279,4222090,4710819,4252662,3019304,2460772,4377373,2499744,3028514,2913190,3600293,3522656,2926968
2021-11-09T07:20,2715572,2186489,4830776,3496935,4336730,3552868,3561392,3938168,2705544,3950857,3608757,3874438,3594266,2229625,3384385,2905361,4955482,3523890,2645855,3592964,3230404,3840796,3480063,3486628,4281864,4924802,2220720,2634400,4972689,3733375,3624225,4600694,4118385,4859465,4299678
2021-11-09T07:25,2583662,3872791,3886571,2351167,3437134,3972481,3708004,3017696,4807143,3786415,3243350,3163494,4628032,3975643,4282298,3781907,4063346,2555579,3196034,2819769,4166600,2927315,3381510,3303805,3129337,4293656,3008939,3511843,2985133,3735079,5414342,2471050,4635518,4691475,4444156
2021-11-09T07:30,4298128,2580012,4494186,4592005,3425915,4134673,3949759,4071168,3486079,3406523,2728860,4408692,3787200,4933346,2619095,2871929,3010451,1992002,2753605,3312068,4497658,3099214,4015700,3167247,5025732,4074669,2022639,3223476,4095128,3242609,4848447,4263802,3802057,3655596,4086576
2021-11-09T07:35,2138659,2534281,4206747,2383445,3640430,3763992,4057611,5258683,3181097,3298664,4008088,4723737,4697026,3472143,4087928,3778571,4571890,4552209,2312703,2538445,3329387,4734126,3539515,2400183,3117198,4549429,2415050,3072289,3355021,2759481,2863764,2567035,4626279,4172622,3818454
2021-11-09T07:40,3992049,3571582,3418472,2777425,3123426,3114309,3199889,2562713,3114261,3199172,3412718,4375463,4315397,3044359,4833347,3426599,2864506,3557292,2852350,5204714,3275091,2974829,4584359,3068104,3453799,4137177,2721463,3740288,2985810,3117418,3662385,4515181,4786524,3848397,2575851
2021-11-09T07:45,2789208,2451431,3045139,3506715,3685225,3407399,2563864,4592513,3017216,2692023,4324929,4181241,2670315,1903601,3397605,2995099,3692540,5216869,3814996,2456955,4268613,3271445,3610547,3388982,2563846,4991176,5007062,2270827,2626771,2206009,3505782,2344182,3154203,4144820,4182950
2021-11-09T07:50,3124763,3646987,3109499,4224457,4158191,2377990,2536619,4509999,2967439,4417046,2940655,2773208,4169469,4054707,3115104,3430922,2604069,3440421,2727360,2612489,3636256,3053745,3587266,2468856,3638130,4030796,2897878,3970643,2150579,4337575,2427058,3761659,4915760,3040096,3124821
2021-11-09T07:55,2647798,3695992,3926720,4207734,3813382,3088567,3908599,3256525,3642032,4535017,2931969,4503950,3472780,2778568,4304631,3393430,4422263,3185674,2244821,3280859,4213634,2095914,2629786,3080788,4588729,3928813,3414369,2333156,3263163,3687845,4403405,3074218,4906701,3316400,3218926
2021-11-09T08:00,3796719,3459845,3481595,2981775,4176090,1967360,4810069,4168243,2868035,4545628,3907854,4113890,2998491,3471041,4366997,3788118,2739199,3414917,3473091,2784714,4957843,1988857,1593056,3415962,4545432,3117476,2801160,1693161,3498244,3047859,2564753,3465839,3415192,3599757,5541723
2021-11-09T08:05,2171983,3390786,3991591,3200563,3208448,3017865,4115581,4781273,3143734,3542367,3264462,3365123,3415253,3405239,4284700,3263154,3157635,3715556,2504361,3399334,3550461,3016584,3068096,3671119,3439721,4829137,3342879,3064540,3552111,3279602,4837938,3162449,2029201,4715357,4268685
2021-11-09T08:10,2988948,2190386,3850491,4525704,3632335,3422255,4708894,3453647,2189067,2777264,3829342,3297510,3944229,2608525,2134685,2848815,3723657,4022328,3177204,3062824,3390847,2688500,4321729,3347468,4575286,4031004,2396230,4090631,4502538,3403393,4390704,3165626,3221396,3713293,3874427
2021-11-09T08:15,3529599,2957336,3333952,4011880,3750011,3128967,2578114,3617428,3502863,3802755,2951659,4577379,3502091,4185525,3623001,3225475,3943382,3066012,3248920,3331539,3771907,3053546,3820509,3117373,6250949,5513620,3898660,2853552,3662269,3952792,3929258,3142404,4519641,4540362,3574936
2021-11-09T08:20,3980334,3392489,3804914,3116321,4417966,3651839,4049165,3533855,3547987,3749722,3650066,4801354,3666399,4194266,3648005,4128980,3748262,4622015,3850873,4141507,3661536,4157019,3112150,3311524,4118128,3653857,4350096,3407815,4424147,4014321,4342930,3116009,3982169,4668554,3686241
2021-11-09T08:25,4412501,3506139,3455149,3170048,4620413,3348231,3121889,4103331,4130097,2830746,2980055,4177180,4305073,4426760,4539723,3181530,2987037,3515679,2552406,3007369,2713392,3065172,4625933,3586921,5051209,3642333,2561697,2216858,4337116,3386210,3785326,2424369,3577404,3661514,3404551
2021-11-09T08:30,3248229,2715812,3943579,3556726,4435216,4407792,3438479,4260844,2667014,4279241,4226752,4496431,4306202,3103780,4425435,4097578,3213246,3047934,4266503,2431010,3795070,4401204,4110863,4000911,2990736,5961859,3903229,2450763,6492258,2297356,3946539,4886442,4542990,4195959,4812416
2021-11-09T08:35,3584417,2446084,4210517,4711081,4005105,2856360,3358220,4992083,3753068,4049310,3337008,2625418,4952287,3733488,3945710,3420170,3267360,3887335,2310365,4958124,4989271,4199282,3593450,3045402,4861384,3792942,3546371,2940145,3699853,4899804,4083712,4649306,3890490,3163826,4065411
2021-11-09T08:40,3378162,2758450,3415667,3688918,4500459,3899128,2789279,5594994,4102095,4757454,2485998,3395132,4560333,2378330,3526887,3269566,2926511,2683790,3667246,3085766,3307850,4495535,4485909,2823721,3421992,4552075,2274592,2690949,3633524,2930475,3692175,3256071,4050490,3911357,2668296
2021-11-09T08:45,2989401,2703448,3020710,2957898,3553299,5110217,3718234,3595609,5161495,3494953,3451259,4298931,4074820,3258227,5468040,3371293,3281095,3441206,4010046,2661147,3669993,2211656,4972407,2337378,4089113,4421145,3152702,3257265,4692852,3948089,4531445,2937912,3806094,3336320,3668543
2021-11-09T08:50,3524748,3245739,1916373,2515523,5163410,4192406,4119998,3049048,2719359,3669342,3490931,3035050,4552215,3742133,2949867,3766088,3561098,4189811,3377274,3219562,3218315,3579581,4764882,3398560,3609698,5246096,2227305,3538000,2009009,3156595,3590945,3003867,3642791,2885944,2862954
2021-11-09T08:55,4584558,3309337,3310838,3037578,3792288,5322584,5208291,3258070,2646902,3271783,3637118,3666804,5830474,3198420,4059959,3395506,3363733,5067272,3870069,1717354,4522047,2974736,2607094,3357916,3007631,3531851,3858936,2770003,2752847,3946110,3443256,2439293,3726260,4142536,2703428
2021-11-09T09:00,3547137,3964280,3874266,3546484,5800339,3391133,3755812,3026712,3498336,3339944,2951008,2981689,5143205,4443712,4368639,4471428,3791488,2834703,2625013,3320269,2979379,2130239,3274852,3284505,4459721,4285786,3690042,1855979,2778783,4131818,3162954,3181615,4072097,3764583,2698542
2021-11-09T09:05,3396976,1604903,3610531,2457690,4243258,3623783,3174352,3371257,3301200,3061012,3012273,3965570,3968239,3168244,3839767,4755137,4137812,4356375,3507450,4814495,3189777,2863251,3359256,3314187,4947099,4159842,3027533,3638107,3793821,3455553,4842193,3094599,3717712,3932818,2973314
2021-11-09T09:10,3384262,4104120,2945017,3545809,2512051,4144970,3427122,3701216,2943793,4228481,1926482,5491866,2961092,3798507,3282074,4143915,3813065,3402978,3773906,3248327,3026768,3464426,3234688,5516327,5156261,4020349,3039655,3207094,3685986,3272761,3572155,2842811,5518699,3805305,3482396
2021-11-09T09:15,2786895,2960546,4288013,4544963,3639545,3850746,3329896,2885516,2563646,3452400,3842837,4174293,4859454,3707039,4999682,4457382,3809987,3162878,2864848,3658558,3744752,2213876,3622431,3230807,4255050,4336668,4179517,3612807,5306210,3746309,3406309,4358368,4422998,5294057,3539648
2021-11-09T09:20,3589937,3984122,3858489,3022767,3419506,2620190,3077822,3352810,2117898,3797705,3819502,4008875,3441085,2915058,4175836,3249338,3690481,3319317,4219980,3685492,2927111,3359174,3879068,3996440,3992853,4387033,3045861,2210724,3243521,3531380,1785103,3704233,4054218,2786120,3799600
2021-11-09T09:25,3142778,3885965,4881036,3087669,3574261,5038143,4559969,4094215,3427660,3185733,3399594,2389358,1986317,3529245,3763656,3269549,2500968,4427706,3357905,3832801,3837972,2986958,3766581,3018802,5424340,5656531,2815491,3134468,3787398,3505577,3985796,2515748,3396086,3776521,1681722
2021-11-09T09:30,3208066,2235657,4329814,4629096,4753698,4625986,3976731,3006294,2269624,3781236,2920286,3240996,4665080,5040343,4666632,3666185,3302897,2587548,3615082,2520467,3488573,2793994,4221075,3225297,4024245,5528570,4360695,3013300,3879173,4868796,3871069,3514988,2616744,2916636,3889853
2021-11-09T09:35,4816566,2425714,3071210,3560774,2747513,4844509,4736560,3534987,2783772,3801378,3531584,3204555,4504798,3588561,3267380,2878010,4780772,4227128,3762570,3660990,3034447,3045973,3681275,3084780,3420317,3735904,2436622,3387615,3368602,5273718,2353312,2762696,4572357,3185840,3687002
2021-11-09T09:40,3453657,2530257,2880221,3615222,4517399,3189908,3757254,3273719,3396695,3074330,2426413,3601804,4433553,4037548,3593969,5333975,4296234,5835279,3332411,3118564,3599535,3779116,3986602,3703762,3473861,3322048,3839135,2694848,3545387,2338223,4357769,3861286,4093371,4213604,2634099
2021-11-09T09:45,2852245,2776160,4009005,3122431,3683000,4394651,3564526,3846776,4158558,4143372,2313981,4477596,3303505,4097818,3912172,3895038,3526825,2771013,3431522,2756140,2386066,3638974,3861131,4195392,4716830,5407722,4586918,4024471,5447827,4030557,3715992,2864143,3375558,3360637,3101918
2021-11-09T09:50,3784132,4006389,3906681,2578012,4420180,4637734,2747985,5152208,2615096,4412994,3924094,4070984,3519239,3944176,2753522,4464251,3689255,4932396,3519097,2262409,2308963,1811337,4519807,3839232,2860224,4754705,1978073,1892413,3952907,3496787,4943912,1532438,4443102,2244503,3138234
