mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-17T16:15,4029215,3742399,4315354,2689010,3740073,2362516,2973226,3076259,3719062,4710801,3742926,3449950,3286975,5816341,3473455,4187989,4888932,4268435,3509678,4347704,3338071,3791317,2784373,3760225,3499628,3749708,4628074,3681987,4758113,4748000,4368725,3898950,5175778,3322556,3433057
2021-11-17T16:20,4044971,3081043,4364603,4054067,3288884,3257288,2521855,4771876,3049629,4051268,4107156,3218505,1812691,3778264,4128373,3483689,2908393,4210363,3687668,5058535,4166264,4170064,5006386,2252229,2441360,4473439,3825185,2563860,4194445,3620750,3602335,3153469,4452327,4956347,3088768
2021-11-17T16:25,3479928,3614538,4393686,4510799,3620506,3237715,3677407,3377543,3926099,2918803,3659420,4769534,2654932,3116854,3079018,4497859,4253276,4846805,3339123,4667455,3759562,3130985,3502525,4461906,3189096,4868049,3227496,4153559,3831286,4910984,3618651,3383955,4199361,2845423,4075763
2021-11-17T16:30,1620014,2844781,3148212,2500631,4937672,3126586,3087338,3909824,3398934,3685272,3209553,3450116,3476374,4298215,3939156,2730106,4289825,3206753,3477149,4712714,3502697,3807171,4344252,3936325,4283435,4423672,3388186,5132884,3449921,4634440,4151250,4150948,3375508,3046581,3897982
2021-11-17T16:35,3323439,3927578,3703250,2713945,3392891,3406456,3220470,4731182,2976263,2889884,2943172,3674461,2259123,2782022,2809225,2788209,3596062,3232678,2806906,3850731,4223866,4569525,3578873,4191099,3880353,3644211,3703763,2540915,3822879,4127115,3725288,2321283,3765045,3133303,3460176
2021-11-17T16:40,4616918,2855783,3779135,3250835,4371475,4036031,2697337,4315249,4053308,4623129,5193815,3552021,2955380,3936556,3034116,3975939,3533269,2319541,3452391,2550398,2202919,3882714,3255595,4305284,3742574,4683434,4613032,3472650,5774693,5155000,4746215,2948121,3804538,3480585,3415053
2021-11-17T16:45,3387597,5456504,4584464,3452847,3497266,3104181,6276551,3666522,2304595,3065757,3053760,3819909,3377340,4937416,4766527,2601836,4324205,4523288,4589706,4321868,5123020,3010403,3576249,4118118,2681424,3788812,3679693,2875381,5048041,3576019,3102138,2750689,4292593,2638959,4169153
2021-11-17T16:50,3392033,3304723,4362890,4603294,4211301,2417308,4410357,4421561,2875142,4197447,2747807,3562552,3263680,2996632,2827460,4724735,3515985,4716836,3229307,4126906,4989081,3230204,2479526,4669232,4944986,4662827,3744325,4633371,3394782,2191941,3873508,2780459,4727856,2618217,2389986
2021-11-17T16:55,3682033,4706205,3052681,3726548,4077915,3836961,3825315,5341610,2956336,3504691,3244899,3413630,3834270,4300834,2789283,3440223,3645996,1880696,1820658,5964105,3452744,2892542,4846703,2811236,4614292,3902712,3898688,2446603,3534167,5371332,4756113,3331128,4400935,3903203,2874372
2021-11-17T17:00,2162350,3674985,2819858,3132100,2945902,2961043,4265633,4328023,4434209,4924837,5263090,2593469,3485283,3400690,3182052,5119570,4561874,3655941,2802222,3517415,4254117,2540672,4672782,2914040,4349383,4066358,3894967,3280055,4762752,3908176,3907605,3070289,4600801,3345426,3569143
2021-11-17T17:05,1971779,3274817,4950559,4063342,3787299,2555609,3216178,5074916,4119429,3216851,2953873,4472319,3819975,3424112,3549722,4685753,2824664,3918031,3870509,2920085,3762126,2223475,4643482,4116628,3718944,4899590,4433394,2543228,3908166,5584594,3220715,3780079,3287552,2995042,2929462
2021-11-17T17:10,4548692,3176714,3134633,3272150,4793317,2783428,4829462,2142509,4316929,3830721,3799777,2869591,2906323,3009553,4344642,2306946,4904772,3922175,3119314,2260127,3869303,4263222,3393055,3388655,3249015,3129036,4024058,3406717,4337776,3536910,4792317,3213921,3439848,4047621,2134544
2021-11-17T17:15,2412096,2780809,4067698,3665100,4122721,2243132,3989761,3547735,3053275,2883206,2490495,4355524,1636150,4039176,3579039,3387997,4213691,4147971,4760914,5339108,3427787,3819189,4238436,3173357,4669178,5306911,4386564,3128469,4454206,6347813,2862850,4820241,4947620,3792763,4481900
2021-11-17T17:20,3877368,3770703,2821354,2988911,3073686,3318098,3255233,4768145,3238164,3994450,3002518,3367439,3414553,4426043,2847252,4241681,2197156,3222545,3503424,2240849,3797605,4120750,3860378,4534092,2865299,3442085,2979065,4203705,5039836,4001879,3162161,4767824,3839267,4134887,3426038
2021-11-17T17:25,5167070,3038379,3706795,3393212,3666654,2770134,5489719,5605548,2514341,3196414,4741144,3488367,2805370,3746396,3805206,4313333,3816569,4147907,3995625,3390723,4603429,3474789,3124899,4492358,3160792,3472242,3876285,3386577,4058549,4792511,4505513,3856220,3927612,3573802,4040845
2021-11-17T17:30,2999584,3657984,3146770,3051624,3705137,2905121,4020528,4354375,3131393,4008965,3326364,4362781,3033591,4353846,3886759,3575995,4182403,3853465,3121230,2976019,4705010,3610639,4018638,3803413,3758643,3436923,4481542,3607997,3580969,4136899,4151076,3158821,4082047,2817404,4098632
2021-11-17T17:35,3045477,4535950,3764744,3820087,2931522,3570160,2550859,4473527,3547752,3905580,4399880,2845712,3132008,4827627,4244101,2784713,3405519,3911581,3329611,4376004,4125603,3373060,2589377,3385111,4236442,3431133,5408835,3645126,5752373,3604480,2838393,3277309,5082314,5002903,3161337
2021-11-17T17:40,3466359,3875274,3271337,5302580,5275534,2676601,4995195,5497473,4526051,4035219,4391185,3779235,3020735,4558451,3191530,4500813,3180764,2901407,2986252,2959646,4199422,2748520,3640408,3794593,3976113,3358252,4388256,3859263,4978826,3581839,4064443,3920455,4167326,3052678,3700884
2021-11-17T17:45,3034166,3257819,5212854,2669538,3260785,3901452,4841299,3620556,2994097,3848505,5211574,3310306,2465990,2796591,4673228,4067705,3492508,3759603,4172427,3699055,4648623,2878002,4106391,3732568,2558747,3720454,2606301,3460424,2813264,4753631,3374903,4045162,4080935,2601272,3273383
2021-11-17T17:50,3195229,3891448,3877856,3024011,4719767,2866769,3732764,4954191,3188267,3750019,3681516,2332895,2647888,2538857,3160312,2585041,2692212,2984400,2872316,4437847,2939058,4165956,2749524,3250747,3950473,3754755,4785008,3919108,4918585,3084777,3176792,2980571,3073890,3587627,4944759
2021-11-17T17:55,3710698,4840885,4846452,4059014,4201218,3724141,3405612,3031693,4551501,4227841,3805424,3139592,3324296,3516286,3367253,3895068,4084038,3710830,4789066,4497548,4693926,4491616,3512087,3888069,3163350,4689651,2653418,3348029,3306452,5393974,3028443,5320709,4050422,3947804,3041137
2021-11-17T18:00,3705575,2228208,4197587,4568313,3955961,1791932,2742184,4551432,4020590,5167660,4384941,3562670,2327974,3994025,3760888,2806290,3596806,3821532,3775094,3982934,5180953,3640377,2794461,3243240,3709739,4153387,3208820,3215497,3717871,3700862,4150379,3643703,4993785,3650304,3690351
2021-11-17T18:05,4884298,3835818,3463430,2751058,2554282,2899228,2065639,4383450,2856800,4079791,2986570,4314436,4263608,4782072,3576659,4661809,4160455,3448053,2826430,4309790,5090265,4280764,2953207,3450387,4874876,4203042,4573293,3360794,4714493,4384902,4014070,3876035,2982054,3652235,3555074
2021-11-17T18:10,2042884,2638592,3727130,3829163,2052959,3594712,2320199,3053626,3637835,3226204,3909878,3961467,3082280,4452383,4233336,2742659,5382417,2352024,4696660,3532703,3619016,3700128,4619160,2921078,3725814,3598008,5354469,2777922,3564513,3525814,3619637,3534876,3256742,2498395,3006956
2021-11-17T18:15,2844521,3440862,4406111,3141750,4528577,3568586,3042257,3139394,3603179,3919684,4448049,3307759,2865549,4550129,3406712,4071198,4413610,4697993,3823892,2607460,4728683,4413203,2788964,3890873,3880505,7270647,4037791,3977118,4237246,4850737,3428733,4704560,3413840,2413295,3074551
2021-11-17T18:20,3125029,4077169,4414983,4153506,3963567,3658332,3357278,4312407,3272998,4598321,3829162,2747182,4136015,3355185,3776368,3474538,4507552,3732808,3874853,4074005,4329659,3008372,2840160,3311842,3689777,4347259,3461497,3403399,6020774,3120808,4088054,2637376,5874245,4259081,3859547
2021-11-17T18:25,3849163,4411738,3732119,4144095,5270519,3325555,2364166,4379020,2513899,3708859,4067028,2944766,4395427,2548250,3852100,2331488,2646445,4929725,2334040,3422106,4341892,2676913,5480350,3924643,3702517,4337914,4293290,3211764,3625791,4718374,3485500,2916371,3829300,3226180,5117711
2021-11-17T18:30,3850205,4566770,4283389,4189697,2496271,2958871,2228410,4048427,4234796,4324929,3385123,2290224,2592278,4215732,3097456,4208298,4751967,4283014,3335240,3669807,4708539,3950754,4880724,3018736,3256955,4722448,3714981,2715137,4505585,5176314,4704512,3206643,3982731,3038597,3223882
2021-11-17T18:35,3280381,4119377,4745025,3727401,2669591,2404242,4775159,5234710,3405266,3332100,3206679,2834349,3308461,3144254,3419355,2997292,4119446,4498354,2927632,2363468,3171173,3403675,3208900,3692135,3721970,4450344,4168989,4374270,4006511,3960105,3673313,3241755,3238699,4917953,3708907
2021-11-17T18:40,2195352,3219096,5271788,3552760,3455241,3157087,3312068,3690661,5333046,4955018,5755527,2541777,3314567,3723103,2986401,2145806,3544036,3106775,3096698,5082451,6479740,3296102,4580928,3380140,4163140,2882181,4245525,4641660,4956522,3970294,3569021,4261245,4577938,4431557,2867245
2021-11-17T18:45,4699126,3487645,2496007,2917494,2924898,2296064,3585867,5364125,3406900,4426681,3198503,3380575,3328759,2806488,3937470,3201053,3447656,2933756,2019819,4408836,4448857,3585881,3628330,4940028,3958598,4065311,3269637,3716388,3159685,3174287,4019464,3456114,3579396,2572411,5295109
2021-11-17T18:50,2264444,3841813,4087655,3214885,3773872,4696252,3622825,3460685,2731942,4082430,4050027,3134840,2798467,3290145,3222732,4072615,3442348,4350924,3552063,3080441,3522916,3217439,4130329,3870193,3114759,2336848,4444054,4801461,3533172,4170912,2425506,4332119,4509098,2565488,2663058
2021-11-17T18:55,3204051,4344568,3501738,3364062,3221261,3713047,4063543,4500749,2314312,3388994,3831437,3595314,2726727,1992301,3995476,4486337,4625881,3759898,3096982,2377575,4238580,4478624,3645070,5979010,3977173,2980796,3453390,4180064,4386378,3151963,3263712,3783027,5486489,2835226,3821154
2021-11-17T19:00,2960320,3330332,3697451,2344774,2723234,3636231,4913587,4183201,3742185,4783667,3966888,2975103,2627267,3639292,3402512,4500145,3652206,4007075,4588148,6704245,4433239,3656557,3159491,3619526,3984875,3874454,3706966,3336387,3742225,3353903,6109169,4106682,4698284,2591304,4861046
2021-11-17T19:05,3272094,4758645,3892143,3251784,3565491,3254068,3890457,4501784,1870051,4276886,3054044,3393229,2878528,5417589,3533589,2823217,3299981,4277199,3462518,3759449,4014048,2801136,2988103,3265270,3680779,5697617,3615558,4035899,4316986,3905144,3201376,3847964,2684390,3850253,2679239
2021-11-17T19:10,4032579,3032326,4406867,3810033,5020364,4346217,3318754,4472294,4212220,3075159,3481960,2789762,2898202,4413483,3324568,3292546,3497946,3923912,2933815,3589277,4092233,3467049,4713310,2919983,2350752,5050564,4281218,4021481,4847052,4350067,4506073,3497655,4161517,2308313,4507240
2021-11-17T19:15,3861600,3636160,3819595,3840611,2851883,2632267,3768743,4145428,4117948,5176876,3567387,3290259,4040039,2684653,3419371,3101462,4052191,3462876,4936462,3418511,4467887,3156261,3789578,2112471,3841423,4940099,3337038,2942809,4589210,4052968,2836292,2953214,3531478,3988648,4437904
2021-11-17T19:20,3409540,4179231,2403006,3617031,3297358,3205173,3895238,4488729,3659732,2235503,2434879,3527267,3508064,3582372,4292013,3004355,3303315,4605390,3590734,3943666,3129692,3722472,4277171,4970692,3397271,3987526,3864787,3734803,3729525,4163195,3415675,3390075,4066993,4003342,3173751
2021-11-17T19:25,3606734,2691321,3720921,4776985,3963707,3512176,4530410,3577289,3367007,5703211,4539042,3292096,3845093,3980162,3344137,2997803,5018921,2896938,3366142,4734613,2809114,4627651,3734878,3822809,4807063,2520231,4072971,4691048,4026877,4321666,3780865,4078243,5118567,2649491,3443594
2021-11-17T19:30,2950621,3703038,4361829,3651886,3621382,3249884,4105063,3660825,4677387,4973422,5319487,3844977,3914452,3993641,2899131,2654500,3950147,3124036,3421355,3468442,5729403,3558585,3619704,4070877,3160560,4116186,3801300,3975268,3514623,3392629,2459184,4983772,4747036,3104560,3368537
2021-11-17T19:35,3257337,3573571,2681696,2858213,2574642,3479568,3899916,4166476,3067790,3404126,4881677,2425155,3886860,2971820,3671947,3965198,3346568,2587285,2808390,4551933,3645788,4121518,3246816,3438122,3588804,3933320,4022978,2480020,3077063,5962971,4084204,3001399,4251316,3425695,2446367
2021-11-17T19:40,2386905,2905034,3718130,3182066,3372782,3275342,2597419,3887446,3597742,3842544,5095904,3373444,2323082,4144812,4208817,3270086,4526189,5103245,3704307,3705121,3946164,3458728,2566680,3513348,2696701,4278572,3448226,3403012,3370267,4029712,4770955,3124969,4919196,2846311,3147707
2021-11-17T19:45,2722232,3815805,3424978,4009746,4791216,2481038,2926119,3479907,4206893,3381468,2281461,3304853,2515855,2698380,2939969,2497307,4642969,5371337,3229608,3247529,3727333,5396642,3567647,2751674,5926604,4527795,4166551,2354811,4720027,4674062,4042219,4818927,3015122,4628192,3451361
2021-11-17T19:50,2223648,4544849,2659791,3553071,4638816,2848445,3608148,3234349,3947594,5070067,4272193,3855354,3213790,5368881,3724855,3652642,4036200,3604377,2319161,4309337,2658383,3852065,3913838,4077591,3165609,4604031,5235412,3458947,5246353,5327069,3377901,4896867,3797251,2968199,3721965
2021-11-17T19:55,3396838,2784529,3573699,3349871,3851458,4456919,3817379,4368116,2654063,3060233,3894580,5077750,3258140,3593066,3826308,3770951,6233319,3730925,3169451,3750489,4139538,3369506,3459287,4811402,2669622,3566547,3296796,3599842,4010354,4825915,4333192,4180206,3488052,4910560,2985110
2021-11-17T20:00,2569579,3867469,4468205,2724129,3955744,1834018,5235725,4127793,4113764,2904290,3737646,3072166,3055409,3918613,4250809,4883920,4838160,4494743,3176256,3223582,4005610,4052204,3884764,3400832,3182169,4779022,4569240,5260121,4572225,4299453,3259845,1722160,5305064,2505933,2958900
2021-11-17T20:05,3354646,4165814,3603311,4524090,3324633,4126297,3708076,3199270,3663822,6610779,3691467,3095256,3212516,3968342,3379489,3819805,3144079,3385864,3262493,2809645,4983193,3858773,2643418,3402814,4474720,5153659,3768565,3382959,4328250,3538020,3912191,3227256,3763779,3113873,3357434
2021-11-17T20:10,4704702,3551257,2355753,2934416,2908980,3328960,3603554,3306081,2834700,4542901,3994813,3351897,3371623,1986098,3838568,4388571,3374315,3740137,3627022,4791733,4788101,3550199,2620684,2964251,4574046,3653556,4423101,3659646,3233892,4283144,4320951,4051180,3714286,2341640,3893405
2021-11-17T20:15,4382315,3172445,4390709,3481685,2812868,2043714,2846017,5460999,3962245,4288933,4158061,3163617,1963959,3360726,2921978,3501092,2448409,3184205,3084620,5151253,3461324,3263188,3353058,3127380,4099899,3750463,5703745,3529197,5434010,3363065,3410227,3738953,4646743,4103067,3374749
2021-11-17T20:20,2884405,2993589,4172181,3167969,2493077,3081905,4274471,3628045,3438000,3930598,4395901,2731582,3278949,2923110,3443824,2508912,2771352,4495142,3368725,5636570,4579767,4020113,4985337,3514179,3546676,4361310,4873405,3890752,3237972,4632121,2886449,4700956,4373811,2618584,3430897
2021-11-17T20:25,2382379,4252630,3968308,3264353,4190276,3631640,4687354,4050860,3993779,5387577,4422718,3125802,2769255,5469541,3800097,4072552,4612942,3610934,3902716,4459570,4887790,2650317,4177863,3674696,4517150,4057368,4027723,2258835,5214324,4499394,4167346,3828741,4182603,4640599,3963997
2021-11-17T20:30,2516923,4174926,3788673,3639231,3329212,2630033,3211374,4409989,3156226,4054504,5197324,2836170,2320319,3489009,3542119,3584539,4490479,4339639,3282757,4027207,3627567,3814639,3362704,4157395,3324206,4375074,4169081,3101855,3676787,4689825,3319772,3946571,4071152,4189393,3241335
2021-11-17T20:35,4433140,4512801,2754822,3884519,4726603,3559804,4700497,4182622,2867430,3299002,4826103,3091975,2386508,4015525,3164168,3425466,4316762,4037845,3132047,4280380,3734351,4040709,3875216,2604412,3050376,4521004,4672170,3447289,4213231,3472365,3458842,3043921,4421237,2671629,2346640
2021-11-17T20:40,3719931,5234014,4662919,4534500,3635940,2831969,3216517,3431143,2361948,3387045,3917737,3511306,2699821,3905558,2944114,3996940,4238726,3908937,3939129,5492898,4792791,2698655,4139336,3154484,3257729,4906777,4022289,4289515,3150782,4650262,3977847,3308207,3470920,4246700,4383944
2021-11-17T20:45,2052428,4031157,3633184,2530686,3952464,3018855,3542966,3666405,5464781,3887673,3861281,5349492,2360406,4977443,3259468,2252071,3444995,4943383,2856300,5663021,3914719,3570419,3439709,5097809,3750943,3219757,4108514,3110512,4140878,4448591,3167481,4510162,3206666,4216468,3890981
2021-11-17T20:50,3448285,3741870,2766952,4576433,2916539,3654908,2778444,3584863,3971237,4109920,3978403,3214487,2500495,3134988,5059431,3675570,4386724,3027756,3267115,3090267,4242446,3819866,4553025,6304231,2701197,4390156,4509254,3862163,4209214,4858008,2507182,3275528,3405763,2419482,4462846
2021-11-17T20:55,4617899,3111044,4173874,3077069,3509797,3836472,2521767,5113640,3918613,3809575,4012451,3403864,3154297,4120181,4622940,3738739,3005812,4491795,3516342,5794733,4540932,3238254,4354590,4373531,4479035,5212865,5160621,3500506,4663937,5181420,4136240,4925887,2717793,3661145,3123670
2021-11-17T21:00,2991303,2473955,4300175,4315747,2603160,5135407,3310515,5198145,4140640,4498767,4101133,3991008,3731034,4018612,4828544,4164316,3044671,3717425,3127940,2800381,4730115,2915352,4197308,4506446,4501075,4367528,4916401,4555121,3947212,3922877,3639714,3736289,4429039,3580606,3282900
2021-11-17T21:05,3346088,3676034,3436322,2423619,4318985,3147959,3635663,4775707,2175913,3902348,3757323,3912451,3314707,5223888,4897703,3480496,2956579,3730803,4092919,2613642,4494793,3708628,2902633,4639258,3546461,5133280,4296694,3856529,3810532,3482173,3030616,3124439,3692899,2465623,2684630
2021-11-17T21:10,3899637,4323087,3310946,4082817,2627043,3180309,3614274,4700054,2941457,5408646,2994431,3200824,3833635,4589801,2840623,4118223,4144641,6161146,4764100,4005948,2652139,3961050,1761189,3574976,3918579,4183622,4080986,3344667,4849617,3679895,5083105,4260387,3321715,3335492,2558977
2021-11-17T21:15,3212009,2662513,3655702,3647930,3251592,2986970,2527350,4565533,4032717,5426917,4453811,3141961,3313718,4309281,3910091,2498807,4704647,4617259,3719624,3627463,4430674,2170411,3729898,4017243,3404915,3695036,3705936,4587642,4516482,3581636,4253433,4621356,3509798,4137377,2950077
2021-11-17T21:20,4111786,3040782,3997564,3420229,3180885,2976432,4052131,4171828,5330870,4038818,4396869,3316515,4700036,4412666,4020301,3156188,2819578,3424293,3583045,4246576,4095489,3100708,4151942,2979688,2565626,5314407,5496439,3487339,4224356,3813020,3986465,2829536,3725268,2505924,4773691
2021-11-17T21:25,1961172,2322636,3305667,3211408,4694243,3251127,2438113,4052405,3929728,5457196,4293680,3051725,2521099,2795327,3156111,2717495,3838967,3497708,2989148,3978054,3791764,4140125,4319718,2933595,4070266,5147754,3460715,2823860,2707302,4821796,4632026,4164083,3003831,4082773,2406884
2021-11-17T21:30,4399987,3092233,3546712,4043048,3340278,3187381,3368207,2584998,3482149,3213494,3932890,3178721,3122047,4109455,2119546,2743714,3475072,3955373,3701216,2767662,6111952,2992367,4032801,3875388,3916457,4465122,3749211,3940255,4883676,3808826,3217714,2078108,4771721,2737507,3619329
2021-11-17T21:35,3154522,4381784,3605214,4443873,3453776,2825921,3003735,3242919,3487489,3861910,5020817,2714283,2666204,2752780,3351043,3416047,3304011,2871918,3345143,3386366,4685859,3452933,3250865,3209937,3099770,4552064,4680204,3830200,3733740,5597376,5591792,2068745,3393298,3473542,3378421
2021-11-17T21:40,3054059,3882643,3019785,3946263,3598594,2518489,3795370,6158326,3706721,3645788,3543438,3191436,2613439,3265758,3122143,2995474,4472399,3980098,3242172,3133911,4248011,2908509,3466663,3609264,2265372,3316018,3829070,3610068,3886290,3082484,4126474,4861461,3394302,3465390,4187532
2021-11-17T21:45,4107054,2939728,3704119,3231073,3125157,2266042,4286288,4258107,3216902,4207426,3913555,3246775,2344211,3684866,4074898,2236625,4895570,5414228,4039833,3455860,5764448,3470318,3594703,4772812,3763656,4023794,3911307,3752113,3960053,4147608,2997256,4211777,5036906,2811612,2886850
2021-11-17T21:50,2255312,3999518,4956598,2531578,4147948,2799616,4598350,4844977,2970906,2732181,4236417,3062779,2736135,2604500,3843142,3682096,3576546,3997331,3370036,5262213,4339460,5020373,3677994,4634650,5526695,3036698,4756569,2761620,3434774,4566685,3219833,3070169,3661905,4744977,3104053
2021-11-17T21:55,3866400,2765122,2859071,3297798,3928326,5352491,3694184,4237323,5214188,5235074,4190548,2893134,2746030,4564668,3206922,2895345,3999581,3515683,3968760,2382206,5397984,3252748,3136649,4238123,3643825,3256270,4947201,4629367,3294006,4647464,3049358,2849039,4805565,4470012,4404693
2021-11-17T22:00,2967682,4030188,4044209,3301220,3735990,2838736,4504821,4125329,3189883,4616006,4168269,2379796,3375546,3798579,4394490,4058073,4188539,5050406,2929007,3238298,4209893,3785662,4084639,3974827,3925899,3740000,3601371,3892041,3087330,4430221,4999905,3706857,6239541,4653834,4501393
2021-11-17T22:05,3551918,4621702,4778562,3773505,4088553,3128299,3946845,4600802,2771803,4941458,3766195,4007118,2581822,3098587,2786588,2962494,4065929,4172491,2856062,3172665,3370976,2605510,3707110,4387587,2823241,4203351,3167595,4579893,4275180,4205621,3775902,3162584,4050970,4171476,1844324
2021-11-17T22:10,3215774,4288558,3476245,2925872,3184792,4372421,3823013,4752855,3627308,3893045,2874928,4009885,3178744,3740836,3680545,3281988,3362617,3272638,2908283,3813114,6440045,4071030,2579602,2717835,2724967,5402096,3353285,4647037,3514956,5411681,4646493,4864368,3273930,2006335,3865094
2021-11-17T22:15,2766505,3940818,3129013,3941321,4818752,2361361,3006544,4122222,3596712,3189715,3379573,3627595,3640627,4001884,4625703,2590317,3153604,2216344,4242008,4035755,4093138,3281830,3887819,3481371,4391058,4239833,3682825,2714656,3733435,3367736,3437766,4282799,4225065,3988719,2404781
2021-11-17T22:20,4865997,4184280,4338385,3388520,3926238,2017967,3828640,2921025,3570822,4365253,4720203,3742636,2391782,4729944,1871379,3815122,4150389,4526732,2717042,2945099,5188796,2385335,4596922,2821030,3445985,4256679,3496386,3612777,5121562,3752180,3228802,3909065,3898115,2938124,3946232
2021-11-17T22:25,3437027,3772125,4710887,3926270,4046980,4606167,3648668,4488207,3555268,3700489,3497685,3317980,3255972,3483163,5428528,3438601,3151755,4668888,3767942,4168285,4125475,3722790,2862392,3311557,3759600,4155797,4927577,2460812,4801163,5199056,4392547,4091935,2881057,4676215,3908916
2021-11-17T22:30,3330412,4500781,4654789,3742894,4319163,3717569,2978910,5032841,3093776,2882352,4537630,3410151,4146688,3634538,2641298,2772059,4787741,4133011,3675443,3536074,3894380,3292084,2380116,4385527,2932737,4022397,2700597,3524326,3914742,3628937,3294476,4666567,5426723,3690558,3534467
2021-11-17T22:35,4253540,3720169,4690269,3795935,4738517,3872759,5652714,3702559,2946591,3922369,3974140,4174971,2251959,2783076,2210290,2701506,2524094,3759565,1806357,4039534,3410712,2908679,3511847,2268015,2606035,3684445,3359303,2394504,4925350,4464775,4618306,2276271,3178654,3611009,4110570
2021-11-17T22:40,2907896,4857892,4817948,3578018,3492130,3494539,3827420,5442840,4265232,4132840,3436781,3676318,2611006,4275418,3197399,3268706,3195982,5088454,4219153,4075350,4947172,3918535,3839928,4786868,4448414,4264932,4023189,3150637,3068910,3475043,2427952,4395036,3702581,2371738,3622832
2021-11-17T22:45,3071571,3905277,4913813,3397237,2508168,2551630,3366140,4490668,4267728,3807125,3989692,2928856,2034836,2976642,3789015,3742991,4186284,4052574,3036095,4814942,4404176,2727343,3580152,3982992,3216749,4170099,3710928,2857052,2681204,3322330,3635448,2897888,5420204,3068879,3146774
2021-11-17T22:50,3637091,3424479,3687491,3447068,3046411,2710492,4306116,3217307,3539253,2529384,4053707,3680573,2749984,4177325,3577432,2914162,4186939,4396644,4179943,4778414,4103869,3855233,5291703,2119600,4071979,3832062,3046136,3890134,3278702,4723701,3071072,3035172,4034077,3454294,3695231
2021-11-17T22:55,2349187,5592863,4373084,4186287,5352088,3797482,4138318,4730868,3681057,5281417,4555588,2694570,2780218,3829045,4028117,4377188,4014444,4135411,3943154,3548428,4893159,4024560,4159895,3084984,3134464,4156952,3884562,3149741,4072998,2970556,3997498,2943516,3133210,3101538,3087698
2021-11-17T23:00,3287294,3500274,2860370,2900097,3399725,3457708,1995363,4381267,2498574,3602003,5348328,4287244,3397537,4627134,3214785,3846358,3784121,3754402,4385764,3485576,4319122,4458920,3692465,3989606,5603665,4701196,3520196,3870353,2973405,5041227,3168521,2352105,4279058,3675185,3219638
2021-11-17T23:05,3500330,3337691,2694089,4483563,4858752,3908125,3518088,5182382,1999615,3679411,4409755,3944548,3181606,3813385,3462803,4267742,4589198,3597672,4217300,2336663,4208505,4158258,4698666,3585204,4843685,4388963,5570349,3225866,3523637,3651743,3648376,4145864,4168579,3625023,3349617
2021-11-17T23:10,2466507,3481388,3588640,4800562,2601647,2809930,5096107,2613292,4023848,3798160,3466481,3046506,3327961,4598234,4450526,3171416,3715258,3223450,3490946,4634069,4353974,4102523,4259134,4156944,4508590,3724864,2659958,3161672,4399708,2129053,3103550,4265692,3852557,2996093,2619687
2021-11-17T23:15,3321632,2405073,2754486,3642474,5192537,2250852,4625456,4742209,1825546,3852895,3049310,4081984,2566598,2358580,2927701,3863819,3686349,4437084,2539229,5354585,4291102,2606525,3716245,4006540,2970132,3786441,3805051,4138465,5370513,4177063,4850099,2888264,4170943,3152693,2196249
2021-11-17T23:20,3694550,4351268,4821441,5541421,2712682,2805687,2760834,3976050,2604253,3127497,3997665,3581325,3640223,4275288,2521352,3281169,3971408,4326881,3854195,4112833,3855265,3783509,2962498,3871737,4311927,3944601,3863601,3052963,4393940,3411429,3683220,4065215,2824196,2886153,3292456
2021-11-17T23:25,3590235,2999789,3442866,4922778,3377160,4339936,4271347,5106487,2936534,4057733,5456251,2875850,3179263,3875036,3578765,3363560,2961092,3223086,3639322,3543863,3296628,4059653,3629139,3568854,3266600,3827434,4655879,2892805,5680666,4166427,4047902,2398030,4647743,2216236,2019457
2021-11-17T23:30,2672381,4125380,3347988,4110106,2796763,4018471,4000050,3858428,4193252,3209974,3421503,3838923,3078782,3180363,3249099,2898559,3326844,3303362,4600433,3979077,4747880,2894632,3345747,2701335,3394077,4314458,3964531,3479237,3125818,3550697,4439363,4268371,4134227,2908565,4670124
2021-11-17T23:35,3040887,4962584,2935525,3832845,4121550,3466047,2373936,4856735,4143319,4321014,3232073,4929380,2251837,2708349,2409217,4329686,4829114,3573665,3394945,3512253,3546209,3073485,3592328,2088562,3663891,4017741,4351052,3609377,4616387,2639233,4632548,4499455,3624478,2843629,2300573
2021-11-17T23:40,2783134,5134177,3474644,3341427,3864152,3092130,4814602,3554300,3565305,3504604,2314231,2822799,2022655,4066391,3160658,2855305,2605206,3727903,2580500,4921955,4200714,3297016,4024275,3258465,3566536,4596631,3485236,4505367,4905668,3794968,3411697,3304746,3317532,2562949,3807194
2021-11-17T23:45,2591998,3702473,3941516,3654086,4468025,4396048,3682968,5249353,3095356,3647620,3130871,3451087,2570016,3948606,3185480,3498497,3938467,3003389,3179798,3577852,3392905,2250835,3844682,4690119,3400199,3520753,3155989,3409093,4411404,4167375,3633373,3639502,4777458,2353494,4199099
2021-11-17T23:50,3236169,2934141,3906554,3417657,3182952,2442712,3245497,4136785,3248602,5669587,3614667,3522353,2455087,2948721,3497114,2634985,5019746,5170929,3148992,3205857,5231177,3795847,2923371,2226085,4482012,5185693,3715008,3346866,3144239,4217853,3522845,3572208,4976966,2847882,3058732
