mtime,AB,BF,BJ,BN,DG,DQ,EL,GN,GW,HP,HT,IJ,IQ,JZ,KN,KO,QR,S,UY,W
2021-11-04T14:20,2194578,2560360,2438463,2372751,2595931,2150616,3529121,2497493,2619737,3108893,2846545,2485979,2017778,3816467,1973070,3152409,2757576,2509480,2455470,2166880
2021-11-04T14:25,1160992,2581244,2920014,3448954,2576798,3100373,3593957,2415763,3311613,3169016,2183196,2637174,1971873,2985404,3159928,2707017,2590928,4322961,1983140,1973897
2021-11-04T14:30,3371225,3460126,2540254,2770680,3946544,1714742,3274517,1817904,2600492,4033750,2515852,3001458,2396266,2829580,2665168,3336766,2736475,2942537,2689105,1895287
2021-11-04T14:35,2267407,2174565,3319269,2588916,3425244,2951392,2182080,3569417,1522587,2023900,2053924,2249335,1814270,2353225,1776477,2529226,4090698,2356241,2432190,2512071
2021-11-04T14:40,3110027,2283444,3900144,2410509,4192308,2592591,2358794,2287724,3839276,3110630,2927785,4084895,1735204,2295164,2995119,3609366,2799212,2636596,1779691,2891504
2021-11-04T14:45,3621365,2737117,3561960,4961450,2705184,2661649,1943594,2480361,2535021,2116632,2696289,2390004,3143502,3315806,2533348,3372156,1757042,2980462,2413542,3707447
2021-11-04T14:50,1651287,3148480,3186841,3029799,2186734,1588989,3481140,1699720,1585844,3336498,3344494,2680566,1656581,3392946,3100065,3395594,3263253,2306322,3507062,1696612
2021-11-04T14:55,3036076,1779905,3301235,2005443,4054867,2309498,2014218,2587485,3957157,3179199,2492966,1940341,1893731,3210908,2464104,3887950,2999683,3004956,2938612,2661143
2021-11-04T15:00,2796560,1567496,2204479,2528239,3076537,1398093,3332683,1687763,1680195,3365881,2207050,3400641,3074111,3035601,2471483,2723482,3163121,3311358,2557825,1207655
2021-11-04T15:05,2919270,2492748,3710019,2941338,2795584,2219725,3608433,2520337,1988437,2890822,2364234,2090931,2493293,2906633,3018387,2310193,3839714,3540640,2867380,2901662
2021-11-04T15:10,2708661,1746509,3175399,3588092,3002157,2362781,2909055,2836727,3793265,3777770,1687811,2878380,2050087,3139656,1268538,3064831,1913814,3789536,1702333,1689727
2021-11-04T15:15,2942614,3110109,2147189,3601625,1483644,1785346,1605572,2131266,2483595,3734694,3647055,2640673,3074453,2803291,2223527,2133588,1512846,3348551,2184757,3002500
2021-11-04T15:20,1885408,2919449,3389826,2292499,3401564,1421219,2660515,2279027,3073167,2721069,1505364,2078973,3058760,2323569,1804338,3509464,2734172,2975941,1886663,2589934
2021-11-04T15:25,2293711,2020522,3260590,3450092,2645632,2192488,3747481,2715593,3073834,3397713,2560885,3741867,1522325,1980510,1827980,4037241,3473898,3622197,2576134,2673287
2021-11-04T15:30,3019130,2240072,3228376,2541861,3905544,2028111,3400146,2657203,1522855,1943621,1988921,2987824,2705798,1599462,3345204,3703310,3336930,3225706,3069004,1789283
2021-11-04T15:35,2993395,1077557,2079665,3058118,3581536,1414356,2577400,2552180,2938118,2828138,1988580,3463931,2508186,2495524,1851137,3351356,3806152,2725267,2788960,1796004
2021-11-04T15:40,2266686,2574551,2541767,2325009,3184525,1675024,2242009,3003567,2738905,3063658,2206768,2021253,1789147,2914282,2348837,2476382,3320000,2259100,2749384,2556813
2021-11-04T15:45,2694976,2446417,3065949,1753440,2685649,2503949,3358716,2918067,2644440,2306987,2341609,3320476,2555135,2570796,2916219,2495562,2790261,2230087,3139298,2282189
2021-11-04T15:50,2763967,1936595,1453256,2599418,3712081,1564822,2562078,1578974,3172881,1943410,2691487,2235853,3451734,3119365,2777460,2758185,2560596,3195282,3159517,2212636
2021-11-04T15:55,2260080,2810170,3317379,3040915,4083565,2663871,1906018,2574952,2709590,2422377,2026444,2558773,2028360,2333030,2553766,2026255,2281395,1972625,3481260,2281038
2021-11-04T16:00,2885839,2382633,3057611,1713181,2961176,1960904,3267603,2643898,2689964,1980115,3148859,2098183,2970296,3698480,1565829,3442678,1898241,3323091,3109743,1578744
2021-11-04T16:05,3106503,2603638,3037899,3340074,5278072,1090694,2626311,2444990,1728466,3193266,3971556,3826450,2957669,2414089,3658804,2255594,3940141,3003474,3013003,2887346
2021-11-04T16:10,3332219,2344274,2205591,1357150,3480621,1887068,2877762,2697358,3125177,2773293,2782141,2690373,2063870,2432739,3037414,3270428,3348002,3237775,2212832,2224502
2021-11-04T16:15,2614236,3312683,3410771,2592225,4152730,2223303,2471240,3309163,2848675,2538144,2109242,2165812,2886713,3018574,2852265,3171971,3514708,3487858,2886327,2854575
2021-11-04T16:20,1844871,1942285,3242308,2957796,3924749,3040262,3437233,1935886,3420721,3030375,2320827,2745916,2573656,3435651,1628803,3475070,2912930,2508856,2839897,3833219
2021-11-04T16:25,2482156,2221917,2209479,1930640,2888059,2700592,3405969,2475606,2055335,3301606,3585475,2748708,2622242,1853887,2929810,4217909,2863918,2619990,1683514,2857074
2021-11-04T16:30,1981496,1913610,1827204,3877394,2634815,2315066,3111818,1594824,2716596,3648862,2127884,3362276,2329632,3831516,1777347,2968003,4530884,2729078,2903773,3182454
2021-11-04T16:35,2693506,3177220,2401024,3671463,2937326,1588381,2304867,2075040,3427098,2494610,2092749,2501175,1616386,4078989,2293773,2498794,2891476,2292408,2622868,2229896
2021-11-04T16:40,2632796,1786847,2864347,2686689,3139922,1757160,3566958,2876017,2097704,2678398,2645272,2021726,3116507,3545251,2373911,2865517,3314282,3473369,2491197,3121900
2021-11-04T16:45,1981513,2177304,2044692,2657759,1530276,2391511,2109010,2924851,2012432,2114399,1765084,1968473,2051766,2584842,2553137,2991442,4592087,1680691,2402584,2549171
2021-11-04T16:50,2311079,2642221,2964231,2657452,3760799,1587579,3852284,3004912,3279255,2579590,3586267,3193074,2260571,3841714,2222492,2381222,2862706,3955090,2485999,1824991
2021-11-04T16:55,1918514,3720466,2919267,2345584,3167862,2979605,1878059,2517244,4017357,2902513,2963245,2120395,1662159,2437552,2558529,3836354,4148907,2882789,2885064,2275372
2021-11-04T17:00,3797761,2132106,4098286,1142774,2760023,1770903,2412036,2819921,2653160,3270160,1963023,2499818,2100565,3265996,3276841,2856840,3416506,1935991,3117771,2916778
2021-11-04T17:05,2692407,1514060,2792564,2250450,2887890,1745682,3336390,2639646,2160883,2435929,1965400,2185876,1951593,2587861,2393046,2288966,3825596,4695430,3348887,3824289
2021-11-04T17:10,1644185,1877349,2915589,2290267,3949504,3034119,2823822,2332329,1892167,2879525,2369852,3208454,1724949,3444322,3083499,3913681,4827579,3218655,1958532,2340192
2021-11-04T17:15,3690038,2645159,2793805,3843509,4116398,1741069,3332833,3201487,2201749,2661379,2334225,3340035,4117686,3406354,2296755,3042854,3786230,4500211,2974868,2451116
2021-11-04T17:20,2407419,1394291,2724284,2641235,3185660,1922503,2513632,2125837,2836589,2261208,2443633,1884576,3191102,1484680,2808348,1894196,3972563,2969503,2489715,3573833
2021-11-04T17:25,2914456,1867449,3564921,2377286,2542497,1989380,3968447,2114624,1957258,1615961,2214804,3615728,2255811,3016500,3634386,2323592,4870256,4143741,2142867,2999728
2021-11-04T17:30,3231014,3270888,2922434,4513589,2554287,2677668,3171351,2251340,4126041,2080084,2574754,2056876,2092679,1721529,1795436,3029538,2310199,2790864,1955589,3167752
2021-11-04T17:35,2835645,1875356,4000091,3884648,4223563,2161998,3476998,4260622,3609020,3713249,3431345,2945431,2835144,2511028,1434899,2591351,4698368,2772402,2005009,1897826
2021-11-04T17:40,2864673,1944321,2036177,2544722,3065375,2745205,3233408,2570900,2246195,2818064,2370909,2513828,2142706,2666901,2127152,3674795,3320165,2071795,2040478,3034477
2021-11-04T17:45,2833895,2095218,2488950,2911442,2160225,1749777,3473045,2678410,3575486,2443186,2892579,2769135,1966395,2506771,1807648,2590436,3865764,1482927,2422126,3034874
2021-11-04T17:50,2178172,2316902,3910725,1956152,2780891,2363800,1695263,1253299,2715210,2686665,3276701,2974320,2303432,2997196,2182538,3125378,3598711,4306501,2311563,2511575
2021-11-04T17:55,3572188,3254694,3566634,2326640,2850681,1407698,4130260,2922955,3177531,3873607,2138602,3246200,2235367,1522201,2898962,1912916,3989683,2993016,2277071,3003708
2021-11-04T18:00,2422956,2118392,3417542,2134898,2655635,2104349,3571869,3249625,3893310,3218168,1655375,3259165,1905475,4931995,1880301,2755636,3192588,3372041,2850519,1675787
2021-11-04T18:05,2888947,1856379,2436534,2202603,2559415,1292214,3658513,1463217,3779175,2767249,1898714,1887174,1334088,2192930,2435063,3829659,2635813,2036913,1820549,3193113
2021-11-04T18:10,2251258,2599272,3778334,2111252,3142483,2001723,2233953,2665418,3413910,2407522,1911486,2434732,2748442,2709766,2371179,2716739,3960193,1816630,2365724,3577949
2021-11-04T18:15,1850974,1813951,3768852,3039791,3459040,2300843,2722441,1404569,3825165,3409444,3389000,2702054,1848943,2862412,2213116,2655972,2389659,3827191,1345924,3338978
2021-11-04T18:20,3401867,2271255,2626681,1714633,3115186,1792198,2467745,2147741,3588113,3884127,2095775,2356524,3087613,1573960,1953385,2905351,3212242,2127123,2946394,1781002
2021-11-04T18:25,1764209,1301231,1986195,2429950,3869514,1476325,2710201,3046594,2332407,2517445,1988751,2410151,3154088,3650259,2608276,2052980,3082455,2499822,1544259,1855332
2021-11-04T18:30,4076976,2411570,2556970,2463882,3666611,3573018,917023,3157512,2462000,3732980,3533709,2647032,2606658,2823596,1537323,3010157,2435133,2481743,2851225,2732156
2021-11-04T18:35,1944804,2174856,3186812,2092102,3396651,1711448,2787697,2979891,2988327,3002424,2538884,4045762,3159876,2764907,3594006,2225389,3009929,3282726,1750379,2869172
2021-11-04T18:40,2515320,2589770,2910951,2481517,1576978,2921718,4216476,2773788,2249004,3606672,3285222,1971084,3161358,2551547,2116842,3923383,1985641,2771677,1862789,2190952
2021-11-04T18:45,2312222,1117130,2789363,3241705,4801210,1721017,2772776,3938523,2975799,2526475,2801802,2243000,3756707,2855684,2203803,2267035,1520326,3774649,1884384,1857791
2021-11-04T18:50,1201083,2359576,2926933,2836959,3293753,2918056,3418258,2414120,3609519,3253186,1602716,4132548,2349823,1447924,2038904,4365264,3473732,3282083,3117764,1808340
2021-11-04T18:55,2313206,1442029,2585723,2380172,3147866,2303200,2628105,1743745,3268552,2670933,2970331,2588422,3109084,2193555,2032148,3087783,2743511,2878341,2927148,2688930
2021-11-04T19:00,2527142,2799645,3550700,3182296,3867324,2148770,3439311,2586707,1895911,3130520,1340687,2430628,1737945,2598470,2617047,4033193,3133537,2473119,1117922,2206646
2021-11-04T19:05,2650744,2649105,2821498,3225477,2454191,1769432,2759550,2665465,2471011,2639122,2085477,2394604,2109042,2706981,1911804,2932523,3641844,3189774,2189777,2788228
2021-11-04T19:10,2823129,2324230,2226230,2645776,3604449,2185354,2972336,3050281,2805886,3962582,1847288,2768181,1606897,2394252,2669124,3439204,3020910,2875452,2579467,2754824
2021-11-04T19:15,3055477,2053060,3338859,4293733,2189610,2592104,2854513,2147189,3028657,3050149,2057690,2265259,2118558,2099994,2670256,2004900,2359928,3349109,2426300,3759158
2021-11-04T19:20,2386649,1942484,3395326,3120504,1972610,1340901,2367142,2365674,3710133,2942405,4095198,2113370,3649607,3575470,3632644,2320261,3534320,2565322,2158402,2283527
2021-11-04T19:25,3273436,1573402,3673882,2347830,2556802,2150760,3084842,2229640,2788604,2563866,2266937,3100395,2859617,2160360,2363482,3848351,3286562,3601258,2232883,2207387
2021-11-04T19:30,2162826,1517032,3050025,2597849,3173247,2199306,2305698,2818669,4100771,3552168,2372258,2117071,1926751,2042639,3252799,3359356,3763140,2446847,2419271,2524721
2021-11-04T19:35,2063686,2122585,3140227,2706619,3839856,2469480,2790356,3067815,2508804,3495180,2595825,2348787,2444236,2477365,2755310,4036765,3151086,2726809,2618472,1889930
2021-11-04T19:40,2345322,2120253,2287011,1973675,2412593,1637059,3060406,1447034,2284091,3173008,3133218,1625365,3168296,2716551,1599320,2533590,3246733,1938916,2436569,2386950
2021-11-04T19:45,3034553,3033777,2006164,3023139,2951326,1849307,3558332,2377227,3389477,3267742,1815328,3753773,3134910,2427588,1584170,3611270,1844045,4068672,2728126,2449298
2021-11-04T19:50,2816398,2948130,2312606,2789262,2916152,1805301,2713628,3131564,3340524,3688579,1872864,2718067,2026528,1304682,2192780,2174935,3804561,3051116,1666632,2781672
2021-11-04T19:55,1899303,1806497,3380563,3219933,2955929,1819343,2423062,3157678,2907208,2994915,2160105,1900522,2447263,2580896,1382874,3113287,2225074,2682920,2264856,2901867
2021-11-04T20:00,2277308,1300257,2694701,3108990,4027095,1253647,3644623,2387623,2738201,2830097,2027517,3219101,1924555,2081284,2480821,3695215,4101764,2104039,3009735,2293500
2021-11-04T20:05,2765219,2067775,3322557,3798379,2282290,2183680,2027066,2462977,2751532,4212733,2225239,2730929,2363314,2441947,2231120,4252522,4375052,2357752,1444162,2804096
2021-11-04T20:10,2473255,1997318,2137494,2427929,3423805,3465598,2619289,3010359,2265611,3653263,2080400,2751745,2121472,2296919,2160813,3260486,2477002,3032179,1307064,3062306
2021-11-04T20:15,3408256,3096186,2830647,2770583,4601901,1741287,2547521,2660679,1787542,2567602,2243580,2593909,3548918,2673335,1306878,1960445,3443679,2236519,1933167,2791206
2021-11-04T20:20,3853066,2694429,3732039,3665401,3176123,2611567,4848518,2867949,2524249,2795452,2432866,3621793,2855099,3306816,1613494,2993268,4221733,2856405,2586110,3954475
2021-11-04T20:25,2957052,1941341,2148665,3629007,2731787,2081204,3359801,4061335,2414390,2146683,1446101,2808427,2465494,2702286,3061753,3153079,4120390,4735215,1916662,3313838
2021-11-04T20:30,3309044,2811900,2005486,3053919,3358047,1437085,3958164,3280485,2507380,1957972,2380993,2514251,1563184,3090769,3390204,3554252,3698083,3499527,2595624,2677601
2021-11-04T20:35,2864823,1989610,2445939,3244094,3136195,1799616,2949800,3223293,2035515,2419645,2388887,3573866,3238974,2859244,3107556,2958083,2938811,2354184,2919163,2809924
2021-11-04T20:40,3258822,2000321,2305157,2802647,3879468,842205,2411394,2240482,3447978,3101536,3291147,2576479,1803930,1666402,3291858,3331677,4153048,4043946,1577224,2939332
2021-11-04T20:45,1928926,2147261,3312174,2863215,2654068,2117422,2785233,2286580,1695888,3147089,1686290,2952965,2472921,2104418,1600126,2691636,4650120,2992278,2004892,3327900
2021-11-04T20:50,1687412,1928328,4138571,2507007,3626170,1481026,1880651,3000037,2192387,2622327,2714850,1666995,1932081,2040864,2258724,2683026,3238803,3273316,2732210,2784386
2021-11-04T20:55,3534432,1640716,1701838,3671069,3445640,1945016,2797064,2114565,1612229,2940016,3044896,3181876,2169150,3392003,1680930,3157253,3974436,3336777,1879673,3136569
2021-11-04T21:00,1568070,1712985,2431424,2624058,2949665,1764561,1707986,2880085,1957616,3221213,2665309,2291798,2076286,2685210,2159496,3792942,3482280,3110210,2463547,2861208
2021-11-04T21:05,3683449,2916821,1636302,1043411,3683400,2031949,4008016,3389689,1941831,2158948,1627531,3825438,2225925,1772060,2610124,3126754,3488331,3711714,2598684,2491056
2021-11-04T21:10,2625046,1803087,1612034,2067754,3870921,1379943,3033606,2178055,3283783,4069715,3254772,2123174,2171599,3332716,2544066,2102978,4996044,2968413,2770709,2271203
2021-11-04T21:15,1913416,2000508,3116480,4916778,3657847,1902794,2757819,2303782,3162727,1997972,2105459,3225206,2906666,1937046,2590184,2948415,2539615,2047427,2200958,2361504
2021-11-04T21:20,3312296,3094766,3636168,3192489,2673182,1741296,2344088,2894512,1731586,2382369,2508061,3245934,1823898,2547878,3252110,1526396,3603445,3902278,2317673,3659427
2021-11-04T21:25,2294535,2842351,3286308,2075382,3708150,1836455,3489686,2156287,2902319,2712725,1438330,3415812,2373979,1381053,3195412,2370199,2754154,3216956,2215245,2803633
2021-11-04T21:30,2481591,1982752,3043082,3063192,3053759,4050881,3748871,2056687,2635911,3047333,1360840,3343434,3554763,3567909,2381629,2602602,3407805,2736065,2824352,2348389
2021-11-04T21:35,1529380,2089602,2523014,1848123,2412009,2694955,2678821,1253921,1780185,3434682,2672947,2834924,2184433,2654121,3135366,3269990,3608576,3314677,2259263,1817386
2021-11-04T21:40,3078487,2685953,2536623,3267910,2559768,2220471,3184330,1568111,2315974,3253749,2377552,2625716,2600609,2527706,3297021,4992846,3851600,2554687,2244857,2669683
2021-11-04T21:45,2641393,2751339,2461232,2350477,3289229,1986132,1994546,4208891,1994460,2607171,2977326,2412809,2184184,2682728,2873025,2399660,3030712,2650012,2555925,1989620
2021-11-04T21:50,3874595,2606979,2413083,1099051,2128682,2104330,2703742,2736812,2876000,2784674,1528098,2965953,1676545,2046543,3887856,2845815,3432364,3347360,2058908,3163081
2021-11-04T21:55,2942271,1769988,2455866,3044816,3478210,1642779,2793352,2144367,3381177,1619005,2440077,3973913,1434135,2159523,2829976,2791485,3135513,2946251,2491435,2692840
2021-11-04T22:00,1592637,2004046,3050553,1751287,3548419,1908222,3054587,1843311,3389613,3698282,2366220,3025767,2446152,3287218,1665559,3109475,3134059,3353196,2869904,3354703
2021-11-04T22:05,826189,2733272,1975363,3662159,2715622,2614150,2706200,2556753,4221490,3609403,2370147,2710606,2671952,2059469,2593880,2807514,3569911,3125316,3401261,3472623
2021-11-04T22:10,1935244,3142742,2506145,2588942,2305870,1686129,2473400,2467649,3797433,2714779,2544325,2725703,2588849,2191311,1882503,2988634,3509217,2814530,2811331,2193462
2021-11-04T22:15,2243370,2294634,3859685,3011903,2694447,2369451,2333593,2507798,2761813,2408457,2228558,2328196,2929128,2205722,2469098,2801350,3139606,2769156,2226580,3086686
2021-11-04T22:20,2375612,2210451,2691274,4353263,3070359,1579270,3073757,1968331,2925767,2795894,2947772,1507960,2573406,3458061,2873258,2050260,1886066,3589530,2259896,2196439
2021-11-04T22:25,2632291,2623467,3026540,3570952,4162477,3327854,3206013,2384507,3627432,3596785,2893064,3740205,2524916,2026527,1933219,4252632,2976257,4023190,3235703,1040428
2021-11-04T22:30,2793570,2793769,2572985,2228192,3377386,1920548,2361178,5041550,3060454,2399311,2987406,1785395,2171777,2827355,2858140,3611126,3078875,3343788,2703472,2438227
2021-11-04T22:35,2642217,1548729,4058917,2080713,2584338,2686538,2158152,2495393,2126001,2804925,3106833,1988859,2116367,3685213,1701497,3388401,4078004,3142134,2644463,2215710
2021-11-04T22:40,2492301,2772687,2943637,2652068,4577700,2195652,2855772,2369159,3436169,2876726,3005953,1625079,2197502,2716047,1587180,3552424,3018787,3028462,2879844,1917769
2021-11-04T22:45,2331807,3045735,2389394,2355929,4213033,2716371,3208317,2355461,3331854,2558189,1712559,3273631,2189467,2088390,2632058,3229372,4108243,2999676,2445584,3331661
2021-11-04T22:50,2205624,2563810,2699278,2086737,3500469,2767888,3929964,2869436,2986541,2942637,2401562,3197655,2733515,3423767,2009143,2800172,3481348,3478228,3296636,1929941
2021-11-04T22:55,3606072,1832324,3234640,2462490,3738591,2118439,3722330,2226988,2827053,2027144,2632432,1649019,1943774,2521356,2986781,2654464,4465405,4207870,2076947,2601739
2021-11-04T23:00,2654219,2672505,3571757,2464357,3793575,1657939,3487624,2676106,2547860,2407852,1818122,2310531,2751531,2589951,2326980,3278035,2355899,2098903,1450415,3027180
2021-11-04T23:05,2987248,1570910,2595605,3020260,2220673,1543784,2517251,3031295,2856007,3376972,2129245,2736447,1945806,1640840,3443825,3720268,4254754,2836503,2845201,2233433
2021-11-04T23:10,2160499,2447689,2819018,3625128,2020182,2355744,2866312,2528681,3158229,2137493,2608184,3023238,2407052,3287311,2513956,4092808,3157337,3389931,2842726,3036384
2021-11-04T23:15,1683466,2667808,2688110,3577556,3151006,924545,1635509,3301643,1796758,3702405,2243087,2551764,3483129,2743154,2714616,3752217,3594583,2433107,2448725,2597717
2021-11-04T23:20,3149969,2925380,1605733,2546356,3835741,1828730,2609734,1804737,3363669,3293819,2459980,3490385,2899554,3622944,2153775,3549878,4102436,2849106,2269112,2486548
2021-11-04T23:25,2252966,2726285,2969027,3244087,3601182,2402433,3304263,2743505,2166530,2565086,1875048,2265600,2033833,2096623,3128832,2945395,3219731,3378338,2515034,3458975
2021-11-04T23:30,2641621,1673683,3007768,2042904,3411370,1521861,1623649,2045376,2050507,3710905,2314842,3055004,2490144,3768401,2626443,2892608,3947423,3164007,1485754,2945088
2021-11-04T23:35,2576985,1535760,2182900,3150445,3217368,2221422,1495802,3019230,2477555,3756425,3209640,2449381,1741716,2633347,2202301,2992609,2459719,1929993,3142020,3373399
2021-11-04T23:40,2671059,2663927,2522959,2405380,2493197,1459025,2690738,1570979,3316593,2908277,1884768,4249396,1316688,1992044,2182159,3291915,2990285,2858589,2122832,2363146
2021-11-04T23:45,2850760,2666209,3159569,3075065,1956242,1892900,3578902,2704947,2579410,4359588,1514418,2307949,1989759,4188166,2002336,3746749,2255081,3765817,990871,3517015
2021-11-04T23:50,2962834,2519942,3090611,2676346,3348448,2068812,2168331,3485631,2467534,3313248,2123751,3147793,2491915,3216082,3311621,3273952,4425065,2514429,1217845,2964199
2021-11-04T23:55,2305679,3409862,3207570,3030028,4311073,2583027,3268467,3342144,2374413,1984393,1911696,2376196,2121636,1939961,3464306,2579129,2479759,2587611,1503462,2867617
2021-11-05T00:00,2099439,2382283,2822060,3002384,2353048,1695290,3699742,2361446,1885998,3354306,1611268,3060612,1425337,2854076,2529632,2294776,3787982,3470614,2047697,1802523
2021-11-05T00:05,2230716,2955593,3021645,2890921,3417297,1951892,2931463,2355360,2951378,3645134,2247471,3244633,1819469,1813980,1603417,2615857,2279304,1304628,2331680,2508691
2021-11-05T00:10,1672551,2594420,3321512,3233138,2911619,1878649,5145691,2435501,2498236,3696810,1905987,3201211,3799250,2505989,3013192,3298346,3036529,2346166,2071934,3510255
2021-11-05T00:15,2529525,2941031,4692960,1890919,3625127,2062002,3713094,2184873,2620800,3020395,3693932,2115150,2727365,1929679,2058268,2473538,3944162,2667036,2814909,1819270
2021-11-05T00:20,3173362,1544394,1729113,3634892,2571025,2421045,2987285,2147132,4120549,2985839,2154018,2175099,2197371,2274578,2360621,3659584,3694368,3751433,2156103,4146778
2021-11-05T00:25,2187484,2235109,4356821,2528357,2606238,2527996,2530030,3857426,3243664,3812519,2252024,2230124,3518874,2417000,2781743,3495678,2578768,3343177,1642129,2581103
2021-11-05T00:30,2881813,2775390,2147892,2645995,2803357,1778191,2634636,2744020,2718022,2836822,2068177,2168391,1751790,3731005,1542728,2603986,5188184,2696091,1804030,3060973
2021-11-05T00:35,1482700,2030023,3950346,2871122,3862370,2520171,1542177,1871906,1533023,2817088,2559347,1697893,2860925,2009614,3113543,3936424,3452224,4080866,1457954,2034393
2021-11-05T00:40,1582558,1563605,3104602,1320520,4221567,2310649,2163273,2843869,2354480,3181757,2196897,2647782,2693686,3615022,2627167,3359149,3047265,2823322,1603001,3054935
2021-11-05T00:45,2646968,2473067,2547549,2492489,3394256,2385555,2411437,1758662,2879968,3172985,1967543,5001327,1822468,3301382,2635270,4390172,3403671,3522087,2469787,3610959
2021-11-05T00:50,2735340,1995188,4056617,2449698,2633704,2024328,3416180,2238253,1821780,2592486,2071005,1563577,2839907,4127313,1884731,2672648,3222703,1416801,2130740,2923191
2021-11-05T00:55,2672715,1596923,3473599,2653590,2665644,2071771,3028982,2810196,1680986,2840135,1686597,1850045,2722923,2594951,2760987,3453949,3281154,3476428,2309105,2213382
2021-11-05T01:00,2682859,2903738,2378530,4397471,2362935,2352328,2327992,2151772,2318680,2350437,1662547,2801005,1593013,2655642,2160813,2963781,3309577,2460325,1718555,2361417
2021-11-05T01:05,2236814,2028544,3126783,2668949,3125132,2031379,3327892,2218339,2749839,2632027,2243242,3253997,2195367,3094675,2265212,4332049,3415137,2962345,2031276,2193403
2021-11-05T01:10,3469341,2161831,2908255,2990555,3036778,1774926,3386078,2336286,2642007,3073312,2060046,2823230,2414315,2497901,2783919,3703084,3759902,2880611,2500811,2034492
2021-11-05T01:15,2555714,2732133,2911474,2302908,2999483,1517042,2528112,2115005,5061834,2616435,1618285,2351116,2286656,1956180,2880319,2171937,3071574,1967988,2430975,2352954
2021-11-05T01:20,2725375,2697424,2658502,2957939,1997438,2107249,2007200,3208911,3343492,3223833,1968698,3166192,2620886,3258642,1638012,3182638,4007078,3703415,2889446,2660176
2021-11-05T01:25,1690944,2136378,1944287,2548997,3088091,1658656,3153453,2742108,1169758,2165372,2758840,2274559,2521161,2477242,2099274,4022316,2487356,3819088,2632395,2559391
2021-11-05T01:30,1752868,2683360,2426363,3852187,4778438,1986837,3303188,2898365,1640711,3076216,2179420,2884889,1815863,3429177,2098978,3138173,4382892,3175004,1733067,2391786
2021-11-05T01:35,3090543,2335940,1915237,2655312,3716119,2700891,1678557,2664990,2312760,2388141,1733905,2952405,2760157,3007158,2241853,2926140,3719416,2665784,1626773,2852407
2021-11-05T01:40,2638383,2167966,2353218,3207707,3048178,2037960,3761810,2855548,2536305,2992756,2859918,2703373,3063615,2226362,3447371,4308368,2282045,2807354,2163338,3378361
2021-11-05T01:45,2765703,2522636,3555320,2376729,2274490,3372181,3662684,1487213,2359360,3533511,2905620,3094417,1750736,2945586,2857360,2392846,3009012,2262695,3080473,2281228
2021-11-05T01:50,1849188,2007488,2381648,2579189,3317381,1593271,2977207,2089636,2640192,2828010,2995751,1824625,2012641,2906882,2165860,2396708,2453366,3719062,3286110,2609988
2021-11-05T01:55,3162092,2759396,2152492,2736124,2610389,2526257,3315642,2891232,2884872,3342616,3447512,3451933,1774323,2246993,3197719,4156882,3235760,3508344,2215482,2767506
2021-11-05T02:00,2777888,2027898,2121878,2382111,2727169,1240707,3567140,1890566,3703437,2868654,1548996,2290878,3074863,2634070,2496266,3782787,3367061,3120760,2746577,3155257
2021-11-05T02:05,1925938,2118912,4294959,3248883,2706187,1352684,2759322,2252519,2562024,2369304,2319782,2396269,2851820,3439534,2757565,4431230,3638686,1797453,3596518,2153116
2021-11-05T02:10,2597114,2648848,2372150,2211824,2918090,2699080,2796129,1851685,3101085,2569777,2013945,3244146,3907731,2805657,2087236,3879224,2996610,2406204,1580001,2753898
2021-11-05T02:15,2300472,2362271,3194444,2493146,2853343,2570023,1748537,2841301,2331105,1611211,2073308,3210163,2154602,3410704,1460058,4451355,5659990,3146746,2701329,2823122
2021-11-05T02:20,1818303,2218641,2803331,2763770,2386963,1716150,3137482,3128001,1981550,2779358,1433599,2903530,2636562,2855428,1883391,2914639,2894355,3102225,2600836,2924359
2021-11-05T02:25,3163980,2599616,3469518,2129251,2611170,1408364,4394247,2141680,2409352,3118844,2688197,3491645,1963045,3327094,2734109,3761501,2724079,3935314,1401724,2880928
2021-11-05T02:30,3145153,988031,4431386,2412320,3340291,1556568,2223555,2197557,3305256,3996690,1662165,2432412,2968850,2537139,2539780,1804262,3544136,3138087,2306451,2890154
2021-11-05T02:35,2996269,2450479,3188738,2704989,3087247,2016678,2369219,889697,2752950,3114119,3503725,2506846,1930780,3580352,2751590,3303651,3442485,3031354,2274891,2857099
2021-11-05T02:40,2927745,1753518,2844109,2698414,2699324,1598225,4722802,2788137,2721711,3018591,3135458,3266269,2357539,3512377,2958873,3254909,2316981,2555377,3603378,4311679
2021-11-05T02:45,1507909,2726324,3769054,3174056,3503489,2077581,3874093,2404330,2877386,3102250,1499182,1718447,3222988,2259490,2175808,3872367,3307826,3496118,3242297,3098120
2021-11-05T02:50,2935375,2491201,3306134,2391533,3639230,2578741,3013886,2507343,2724192,3685638,3054862,3443343,2654207,3923965,2945424,2859189,4491716,2202170,2344967,3509711
2021-11-05T02:55,2117845,2267287,1921568,1807845,3379395,1186024,2987246,2380208,2323920,4394700,2006984,3162326,2515849,3174164,2833894,2983237,4361037,1888118,1241782,1434646
2021-11-05T03:00,1933089,2533860,2131564,4039174,3238353,1884111,3347145,3056746,2448521,2708026,2132231,2751724,3095816,2695256,2772027,2958645,3392503,2582448,2565858,2974662
